song_title,performer,track_id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
It Won't Be Wrong,The Byrds,46uLYXCBGVCkAFLV6YH2PQ,0.295,0.496,0.701,0.000111,9,0.202,-9.506,1,0.0401,123.148,4,0.86
It Won't Stop,Sevyn Streeter Featuring Chris Brown,2xRYnHQdLD9ketvC01UYYT,0.016,0.657,0.574,8.1e-05,1,0.172,-9.484,0,0.0407,119.992,4,0.211
It Would Take A Strong Strong Man,Rick Astley,29K9hk3LXfbg12O2tH355c,0.212,0.81,0.619,0.000242,6,0.261,-12.61,0,0.0287,108.043,4,0.939
It'll Never Be Over For Me,Baby Washington,2Co8otif6KH0pIMwzNrIdf,0.27,0.663,0.363,2.47e-05,4,0.257,-12.069,1,0.0385,106.766,4,0.856
It's A Beautiful Day,Michael Buble,0mvkwaZMP2gAy2ApQLtZRv,0.0559,0.532,0.795,0,1,0.295,-3.979,1,0.0358,143.837,4,0.78
It's A Business Doing Pleasure With You,Tim McGraw,44WvPTSJju4U8HbBf7Tuwy,0.0684,0.692,0.886,0,9,0.142,-4.969,1,0.0301,112.986,4,0.696
It's A Cotton Candy World,Jerry Wallace,,,,,,,,,,,,,
It's A Crazy World,Mac McAnally,70diCN6I8a4ENnm51ppski,0.583,0.486,0.477,3.09e-05,0,0.264,-12.562,1,0.0281,87.324,4,0.328
It's A Cryin' Shame,Gayle McCormick,,,,,,,,,,,,,
It's A Disco Night (Rock Don't Stop),The Isley Brothers,4mJfDc1mot6O8NvPbXaTgq,0.366,0.803,0.909,0.00901,11,0.0831,-6.039,0,0.0489,133.179,4,0.972
It's A Funky Thing-Right On (Part 1),Herbie Mann,,,,,,,,,,,,,
It's A Great Day To Be Alive,Travis Tritt,3oW6SWwGqiZSPTiAp7ZQoH,0.246,0.595,0.653,0,7,0.264,-4.935,1,0.0265,128.93,4,0.542
It's A Groovy World!,The Unifics,5UVsPkAl6HM6pi8LGTRqGG,0.399,0.497,0.584,0,5,0.195,-7.908,0,0.0425,137.462,4,0.84
It's A Happening Thing,The Peanut Butter Conspiracy,6pMQZ8yLLj6n8ViBHwFGu7,0.0171,0.383,0.68,2.64e-06,11,0.128,-9.846,0,0.0747,145.35,4,0.87
It's A Happening World,The Tokens,0abnVktJLMXYOTBP3qHxIX,0.37,0.65,0.597,0,2,0.119,-8.768,1,0.0603,136.101,4,0.782
It's A Hard Life,Queen,5PTvZMe9mIL0GrRvPBRu6S,0.427,0.426,0.599,0,3,0.152,-6.203,1,0.029,82.31,4,0.292
It's A Heartache,Bonnie Tyler,6koOUYxN50vAktUajfZY51,0.0381,0.535,0.676,0,0,0.0837,-6.361,1,0.0296,118.852,4,0.549
It's A Heartache,Juice Newton,3slY9zt6oUOPDaUwRfgqzH,0.0432,0.703,0.494,0.000214,0,0.0802,-12.615,1,0.0453,114.909,4,0.87
It's A Laugh,Daryl Hall John Oates,5N9slLpaxu4JwDXJerRDZF,0.00156,0.528,0.657,0,2,0.131,-8.762,1,0.0257,109.93,4,0.864
It's A Lonely Town (Lonely Without You),Gene McDaniels,5GwXHovc5VzV5k4IJdQySi,0.367,0.689,0.506,1.19e-05,1,0.0394,-10.816,1,0.046,115.259,4,0.635
It's A Long Way There,Little River Band,6eVtCSzb3ZKRAA37dQWzbb,0.0411,0.402,0.643,0.000209,5,0.141,-9.88,1,0.0365,89.55,4,0.263
It's A Love Thing,The Whispers,2Fh7z7i5ofkj4ylUBYe1qs,0.114,0.786,0.711,0.00023,5,0.339,-8.9,0,0.0837,117.576,4,0.918
"It's A Mad, Mad, Mad, Mad World",The Shirelles,2K6UQMvCPBQbUgHxDcwTnc,0.657,0.375,0.444,0,2,0.152,-4.289,1,0.0418,182.39,3,0.454
It's A Man Down There,G.L. Crockett,5LQwvnlNn84XLcVxWdtgD5,0.8,0.521,0.577,0,4,0.12,-7.71,1,0.0364,166.188,4,0.875
It's A Man's Man's Man's World,James Brown And The Famous Flames,3SQ9Hb9rfpJ02AWfaOPhpy,0.687,0.539,0.24,5.12e-05,3,0.133,-16.632,0,0.0426,80.816,3,0.567
"It's A Man's, Man's Man's World",Glee Cast,79MUzUStA60r6XweR9T4iP,0.729,0.645,0.375,2.16e-05,3,0.102,-6.138,0,0.0279,81.027,3,0.534
"It's A Man's, Man's, Man's World",Juliet Simms,2XsxUOXqkTzjGO9O4XxPyz,0.0437,0.267,0.701,4.03e-06,3,0.0991,-4.277,0,0.039,173.45,3,0.265
It's A Miracle,Barry Manilow,0JNijCVL3ST5DjAQH9gWui,0.357,0.757,0.826,0.000305,8,0.12,-8.433,1,0.0454,129.8,4,0.912
It's A Miracle,Culture Club,0vmbJCS1WCWnj9232fyMrv,0.0682,0.752,0.733,0,1,0.0891,-8.178,0,0.0385,118.789,4,0.703
It's A Mistake,Men At Work,1ArdfXwdvwzapms9p1wxEb,0.232,0.7,0.618,2.65e-05,11,0.072,-4.593,1,0.0261,106.061,4,0.937
It's A New Day (Part 1) & (Part 2),James Brown,3BcH252CGECgOWfKBjAaBC,0.692,0.404,0.679,1.01e-05,3,0.0745,-5.398,0,0.0909,184.53,3,0.878
It's A New Day,will.i.am,5pLQwt7Bfv1CeDDr1pD6ci,0.0975,0.759,0.644,0,7,0.216,-4.445,1,0.049,119.804,4,0.459
It's A Night For Beautiful Girls,The Fools,40OomHZdjj1zZLWusq3zln,0.122,0.757,0.799,0.00151,9,0.298,-6.288,0,0.0306,119.829,4,0.819
It's A Party,Busta Rhymes Featuring Zhane,0Ml8PkxnlGUrrMPpJWPBc3,0.0751,0.672,0.674,0,5,0.132,-8.275,0,0.294,178.01,4,0.817
It's A Shame (My Sister),Monie Love Featuring True Image,6ir6C7AHGMVLGQN7hv7gTA,0.0541,0.859,0.609,8.6e-05,1,0.315,-10.695,1,0.113,107.972,4,0.488
It's A Shame,The Spinners,1l1YTy9nJ0trwhsCGcimly,0.0947,0.372,0.642,0,11,0.117,-11.955,1,0.0594,198.731,4,0.705
It's A Sin To Tell A Lie,Tony Bennett,3cFPZOvrPdyjmZSoXh09Db,0.794,0.614,0.271,1.45e-06,0,0.0772,-11.586,1,0.0342,62.914,4,0.524
It's A Sin,Pet Shop Boys,5fy4vfEtv6lzqLx2Mt7stF,0.206,0.544,0.86,0.00108,0,0.213,-6.151,0,0.0489,127.129,4,0.284
It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",6H0AwSQ20mo62jGlPGB8S6,0.0312,0.82,0.502,0.000884,7,0.114,-7.38,1,0.151,73.04,4,0.527
It's About Time,The Dillards,7LDy0zN3tVio4sG4lRNtBg,0.00201,0.509,0.906,0,1,0.0957,-3.971,0,0.0498,139.932,3,0.541
It's All About Me,Mya & Sisqo,4Wtk0YYWUcx1JYicaq5Jd0,0.209,0.812,0.5,0,2,0.174,-6.842,1,0.084,137.041,4,0.521
It's All About U,SWV,1ask6D7sAOBSqe9xNOPL8t,0.111,0.838,0.401,0.00811,0,0.0478,-9.808,1,0.0506,93.49,4,0.74
It's All About You (Not About Me),Tracie Spencer,22vuK9Gpwap7C2hH2GmYIi,0.136,0.752,0.587,5.26e-06,10,0.0772,-6.293,0,0.0348,135.919,4,0.594
It's All Because,Linda Scott,,,,,,,,,,,,,
It's All Been Done,Barenaked Ladies,1VBRdl1sT4DGckQaTzKEB9,0.000173,0.521,0.919,0.00218,2,0.301,-3.146,1,0.0475,131.726,4,0.746
It's All Coming Back To Me Now,Celine Dion,5EQzuYfTZt7B2LqlvTF49l,0.753,0.384,0.438,0,0,0.101,-9.149,1,0.0362,87.903,4,0.287
It's All Down To Goodnight Vienna/Oo-Wee,Ringo Starr,,,,,,,,,,,,,
It's All Good,M.C. Hammer,4y2vzy436lUS1yWWQjUf9E,0.0265,0.868,0.784,0.000807,2,0.0701,-8.49,1,0.0711,108.464,4,0.793
It's All I Can Do,Anne Murray,2Ru0Z3SgN9EwvL3o1IGs5c,0.198,0.456,0.336,0,1,0.134,-12.321,0,0.0275,137.396,4,0.21
It's All I Can Do,The Cars,1Lf1BSVQV4Q5SuKeHhGd2A,0.0386,0.603,0.701,0.00106,7,0.211,-9.719,1,0.0274,118.664,4,0.961
It's All In The Game,Cliff Richard,0vntIQmeOMe5ybYfwghVxV,0.891,0.429,0.208,4.67e-05,2,0.158,-16.07,1,0.0301,107.618,3,0.485
It's All In The Game,Four Tops,2r3oMDiiTwssuXfIHDJ0cq,0.315,0.559,0.392,0.00173,4,0.0743,-12.812,1,0.0265,92.424,4,0.809
It's All In The Game,Tommy Edwards,2tvt5K7y1gndmCgtIoLo1f,0.509,0.471,0.337,6.73e-05,3,0.216,-11.964,1,0.0267,70.49,4,0.634
It's All In Your Mind,Clarence Carter,5p9XZVYdGggT4EPjBdieq7,0.37,0.553,0.328,0,0,0.0615,-15.607,1,0.109,109.865,4,0.763
It's All Over Now,Casinos,,,,,,,,,,,,,
It's All Over Now,The Rolling Stones,6fLTxkL2wgC40fBM6IIe7r,0.0235,0.603,0.689,3.27e-06,0,0.33,-10.729,1,0.0304,99.088,4,0.762
It's All Over Now,The Valentinos,2tQ0AQqERX1t2S5chq9zBv,0.21,0.467,0.869,0.000178,9,0.067,-7.767,1,0.0937,183.505,4,0.821
It's All Over,Ben E. King,0ERzRJRLPikYbM1PkLIr4w,0.355,0.518,0.43,2.38e-05,5,0.199,-11.943,1,0.0283,83.717,3,0.662
It's All Over,The Independents,29GK4Beqgm1Pbq5fu5hWuc,0.734,0.49,0.478,0.000566,0,0.208,-11.623,1,0.0444,126.452,4,0.56
It's All Over,Walter Jackson,0cdd3tfG1tQMVyafEAY4N4,0.244,0.529,0.571,0,7,0.06,-8.598,1,0.0413,153.586,4,0.483
It's All Right (Baby's Coming Back),Eurythmics,,,,,,,,,,,,,
It's All Right (You're Just In Love),The Tams,3eo1eOOEkNU7Xst5lKimfF,0.204,0.714,0.408,2.91e-06,0,0.699,-14.462,1,0.0495,113.249,4,0.932
It's All Right,Jim Capaldi,47Kxi0agDJzSYIN8MwoiP0,0.319,0.768,0.393,0.116,9,0.0586,-14.881,1,0.0308,108.88,4,0.888
It's All Right,Sam Cooke,6XjWdiVy8WZAkwRZfS6jEF,0.755,0.413,0.501,0,7,0.502,-7.431,1,0.0466,93.466,4,0.611
It's All Right,The Impressions,62PQXBFeAgS3iUseNRVPpF,0.256,0.558,0.365,0,1,0.341,-15.422,1,0.25,81.503,3,0.635
"It's All The Way Live (Now) (From ""Eddie"")",Coolio,6kxBUPsvQTghJklURMpztO,0.00118,0.893,0.453,0.0011,10,0.101,-3.48,0,0.0895,109.999,4,0.92
It's All Up To You,The Dells,1iCQzjbQ1kLgp5uuMHf431,0.113,0.488,0.509,0,7,0.122,-12.734,1,0.0436,134.631,4,0.738
It's Almost Tomorrow,Jimmy Velvet,0nmSuqq9khDg6piXYgyzOd,0.912,0.263,0.315,1.89e-05,9,0.2,-11.212,1,0.0287,79.33,3,0.29
"It's Alright (From ""South Central"")",Classic Example,7fF2FcTr3IsniErcnZqpLH,0.0831,0.658,0.7,0.00471,0,0.206,-4.96,1,0.0342,77.505,4,0.616
"It's Alright, It's OK",Ashley Tisdale,1bYtKF2sY2wLU6xdVaqIqD,0.00536,0.528,0.923,1.46e-05,1,0.134,-1.884,0,0.058,130.067,4,0.267
"It's Alright, It's Ok",Leah Andreone,3VmMPFCqLlbELgN5hne7nu,0.0113,0.734,0.67,1.25e-06,0,0.224,-5.838,0,0.0321,110.022,4,0.656
It's Alright,Adam Faith With The Roulettes,7LJDHtkeSLTpnecBcQRl93,0.161,0.343,0.706,0,0,0.527,-7.033,1,0.0444,87.771,4,0.508
It's Alright,Graham Central Station,0GvmH0lqTuNVDm3oYfiXDq,0.116,0.647,0.787,0.00524,11,0.291,-9.525,0,0.098,119.233,4,0.724
It's Alright,Memphis Bleek (& Jay-Z),1SKhE8yTMuGrTLte0os673,0.0135,0.603,0.839,0,10,0.338,-8.94,0,0.289,95.829,4,0.763
It's Alright,Queen Latifah,5unZhOSU2vLY6pkAergspu,0.0122,0.685,0.489,0.254,10,0.0734,-6.32,0,0.0316,102.158,4,0.791
It's Always Somethin',Joe Diffie,7rGFyfE73J6lkEvFnCHucC,0.0452,0.61,0.83,0.000211,9,0.163,-4.772,1,0.0343,90.024,4,0.566
It's America,Rodney Atkins,6QbcLktLNe7eYqh8TjZeCd,0.0374,0.595,0.715,0,4,0.374,-13.863,1,0.0384,134.498,4,0.722
It's An Uphill Climb To The Bottom,Walter Jackson,2bTx3OevanlUx7beo8YJsN,0.705,0.44,0.445,1.27e-06,1,0.393,-10.313,1,0.0285,93.32,4,0.681
It's Been A Long Long Time,The Elgins,4EHD0TJ9HPMLSfiHI17tjK,0.617,0.339,0.582,0,0,0.162,-4.395,1,0.0267,170.294,3,0.607
It's Been A Long Time,Betty Everett,2XyOO71AYz7XZ6clWE7ICy,0.981,0.534,0.0513,0.000114,7,0.132,-19.079,1,0.0549,83.261,4,0.44
It's Been A Long Time,The New Birth,1O21Yvf4Yj0N3OkLJGIr9j,0.605,0.596,0.598,0,2,0.293,-10.453,0,0.0867,126.07,4,0.527
It's Been Awhile,Staind,25CMmGsl22APKhfuj4Tp7j,0.00189,0.509,0.774,0.000549,6,0.143,-4.054,1,0.0338,116.529,4,0.0824
It's Beginning To Look A Lot Like Christmas,Michael Buble,5a1iz510sv2W9Dt1MvFd5R,0.908,0.339,0.214,7.47e-06,4,0.341,-11.714,1,0.0375,94.775,3,0.363
It's Beginning To Look A Lot Like Christmas,Perry Como & The Fontane Sisters,2pXpURmn6zC5ZYDMms6fwa,0.76,0.724,0.276,0,7,0.116,-12.25,1,0.0599,112.874,4,0.718
It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,2pXpURmn6zC5ZYDMms6fwa,0.76,0.724,0.276,0,7,0.116,-12.25,1,0.0599,112.874,4,0.718
It's Better To Have (and Don't Need),Don Covay,5pfrAvtQr4VbfPXHIF8grV,0.164,0.736,0.673,7.95e-06,2,0.222,-12.235,1,0.103,130.772,4,0.831
It's Better To Have It,Barbara Lynn,2ub5Un3ktZ4L4ii1gx74th,0.618,0.43,0.526,0.0648,2,0.438,-6.195,1,0.0318,178.697,3,0.837
It's Cold Outside,The Choir,1ZUgRUFkCfim2RYhUFr6Jy,0.000662,0.311,0.801,0.000126,9,0.152,-7.992,1,0.0437,81.452,4,0.774
It's Cool,The Tymes,5a57mdQCGjcjLsJIxyl61v,0.681,0.688,0.575,2.18e-06,8,0.281,-12.591,0,0.0655,96.555,4,0.745
It's Crazy,Eddie Harris,75aAJt5ZJO8JWgrGFK5AqS,0.611,0.464,0.568,0.51,1,0.349,-10.704,1,0.0592,124.439,5,0.8
It's Ecstasy When You Lay Down Next To Me,Barry White,3QXNBUYJX2aekx6mHQ14GZ,0.0155,0.882,0.399,0.238,7,0.0427,-10.147,1,0.0386,103.154,4,0.794
It's Everyday Bro,Jake Paul Featuring Team 10,4l62h4tiuUwn7eD6hxMlVQ,0.00142,0.79,0.714,0,1,0.111,-7.86,0,0.202,150.033,5,0.559
It's Five O'Clock Somewhere,Alan Jackson & Jimmy Buffett,7KysI43rsjlhjTeWO6ePUq,0.219,0.714,0.774,0,2,0.203,-6.713,1,0.0367,125.199,4,0.887
"It's For You (From ""The Meteor Man"")",Shanice,,,,,,,,,,,,,
It's For You,Cilla Black,5V2MYgqA3SMcDyZ1f6toFB,0.78,0.382,0.461,0,0,0.346,-8.961,0,0.0592,159.984,3,0.667
It's For You,Player,6RjI4if1A7qu5Ca9V495gz,0.225,0.54,0.455,2.09e-06,11,0.438,-9.705,1,0.0355,138.616,4,0.452
It's For You,Springwell,,,,,,,,,,,,,
It's Forever,The Ebonys,1PRyPD26m9oOWr9bzgICCS,0.778,0.518,0.493,0.00287,2,0.216,-9.534,1,0.0293,101.819,4,0.461
It's Four In The Morning,Faron Young,6jLTTNVVY4UxCSBZ2Z8qdR,0.761,0.55,0.259,2.18e-05,9,0.395,-12.299,1,0.0337,129.712,3,0.52
It's Getting Better All The Time,Brooks & Dunn,4Nq1QHikz6FqwXD8k2WDFK,0.814,0.46,0.398,0.000152,4,0.085,-7.993,1,0.0266,134.718,4,0.153
It's Getting Better,Mama Cass,5i57kxwmEA5sKDNp7XdQHe,0.469,0.511,0.518,0.00116,2,0.267,-7.944,1,0.028,133.171,4,0.762
It's Getting Late,The Beach Boys,3EpeHJNoTd42bn9P08sfnq,0.118,0.534,0.588,3.27e-06,7,0.102,-8.743,1,0.0525,135.87,3,0.621
It's Goin' Down,Descendants 2 Cast,,,,,,,,,,,,,
It's Goin' Down,X-Ecutioners,,,,,,,,,,,,,
It's Goin' Down,Yung Joc,05Sgj1Hx03ZXc57gsV1kfX,0.0986,0.888,0.577,0,1,0.131,-7.702,0,0.0612,84.003,4,0.609
It's Going To Take Some Time,Carpenters,17MRUI1nql2E1GJEltjoyx,0.947,0.591,0.148,0.141,0,0.111,-16.694,1,0.0337,117.483,3,0.314
It's Gonna Be A Lovely Day,The S.O.U.L. S.Y.S.T.E.M.,1dRhV2ap4WrK8vYhF1dnEe,0.107,0.758,0.823,0.0515,4,0.305,-6.793,0,0.0629,97.93,4,0.696
It's Gonna Be Alright,Gerry And The Pacemakers,7nqaTpqP0qmnWeL8bNmipi,0.0819,0.45,0.834,0,4,0.141,-5.204,1,0.0418,99.598,4,0.864
It's Gonna Be Alright,Maxine Brown,51nK4JkC9aq20fuEggGT3o,0.501,0.329,0.472,0.000315,8,0.109,-6.626,1,0.0328,187.957,4,0.564
It's Gonna Be Fine,Glenn Yarbrough,3e0CoSLzOHHtjyYYmNUKaz,0.481,0.442,0.563,0,9,0.114,-10.888,1,0.0332,140.334,4,0.666
It's Gonna Be Me,'N Sync,2AW37v0bDyuOzGP3XnmFuA,0.0407,0.636,0.873,1.27e-06,0,0.0372,-4.672,0,0.071,165.071,4,0.908
It's Gonna Be Special,Patti Austin,5smsqd9I4kGsGEqbpy9jto,0.437,0.713,0.833,0,6,0.841,-5.835,0,0.0677,121.81,4,0.732
It's Gonna Take A Miracle,Deniece Williams,498ExGFcwgi7zF7qHOUD2x,0.538,0.672,0.382,0.000136,7,0.105,-12.033,1,0.0265,98.259,3,0.601
It's Gonna Take A Miracle,The Royalettes,4Jndzs6mIXRwjMZAFWIW0z,0.481,0.451,0.45,0,7,0.0673,-9.583,1,0.0295,176.778,3,0.343
It's Gonna Work Out Fine,Ike & Tina Turner,2vGVafns1VhbbhyIKi5VtL,0.745,0.69,0.69,6.34e-06,0,0.116,-7.465,1,0.103,108.037,4,0.936
It's Good News Week,Hedgehoppers Anonymous,5X75gLc7kd1KQDBGF9NXgC,0.124,0.51,0.588,0,4,0.0584,-10.54,1,0.0392,111.523,4,0.965
It's Good To Be King,Tom Petty,1c0flvMImhKMuiZIc0VzEb,0.0143,0.523,0.622,0.0065,2,0.297,-6.632,1,0.0245,147.878,4,0.446
It's Good To Be Us,Bucky Covington,4V4WaieuSTGrSjRjXaOSZ3,0.002,0.497,0.89,0,4,0.182,-3.201,1,0.0333,135.089,4,0.604
It's Good,Lil Wayne Featuring Drake & Jadakiss,0FEZedp3QtZK11jcphYQ4y,0.0246,0.665,0.714,0,8,0.119,-7.292,1,0.158,85.368,5,0.0999
It's Got The Whole World Shakin',Sam Cooke,6WmxyUxfm0fT8xiN09xW3U,0.267,0.45,0.658,0,2,0.153,-7.325,1,0.0296,144.789,4,0.475
It's Got To Be Mellow,Leon Haywood,1XTzERcWA8JFv7q1jHdFI8,0.341,0.607,0.534,0,5,0.0982,-8.844,0,0.0316,119.008,4,0.839
It's Gotta Last Forever,Billy J. Kramer With The Dakotas,2CUN4JSx3kIbqUK82reCBJ,0.692,0.61,0.54,0,0,0.191,-8.952,1,0.0297,121.797,4,0.94
It's Growing,The Temptations,6Bd0PY42QkzbxPvW7zPgWN,0.656,0.477,0.525,7.79e-06,5,0.182,-11.233,1,0.0359,105.642,4,0.783
It's Hard To Be Humble,Mac Davis,6RnKm1xSMDnPtzWx8K9T8a,0.252,0.375,0.473,0,2,0.281,-14.177,1,0.0587,163.181,3,0.584
It's Hard To Get Along,Joe Simon,69odFwjE1JL3kHZdEC1wpL,0.124,0.567,0.556,0,1,0.397,-11.985,1,0.0466,145.111,4,0.761
It's Hard To Stop (Doing Something When It's Good To You),Betty Wright,798BKCErtbYxKmASeZYy8O,0.633,0.688,0.695,0.266,10,0.0967,-8.564,1,0.0306,108.388,4,0.932
It's Her Turn To Live,Smokey Robinson,2LGoZeAXCGO9cgg9pZeHEU,0.303,0.792,0.663,1.66e-06,5,0.316,-10.41,1,0.05,104.836,4,0.965
It's Impossible,Perry Como,4zfbWWm3CBseNcNJIj47l1,0.669,0.284,0.365,0.0028,0,0.272,-10.958,0,0.0331,140.702,4,0.356
It's Impossible,The New Birth,1ygNVvwF3pQ8nUsnPo7I4x,0.556,0.628,0.375,0,3,0.22,-13.586,1,0.0291,97.209,3,0.823
It's In His Kiss (The Shoop Shoop Song),Kate Taylor,,,,,,,,,,,,,
It's In Your Eyes,Phil Collins,0iDMQ5epdmPFsoEUfrTkoh,0.0421,0.693,0.804,8.91e-05,5,0.183,-5.375,1,0.0256,121.77,4,0.618
It's Inevitable,Charlie,4Tp9AtlLtV0aNagtUqTz4s,0.00954,0.663,0.7,0,2,0.0888,-10.566,1,0.0419,124.38,4,0.708
It's Just A House Without You,Brook Benton,7nTkaKLOym5KoFsaniIHPC,0.906,0.543,0.244,0.0434,7,0.299,-16.968,1,0.0517,109.482,4,0.767
It's Just A Little Bit Too Late,Wayne Fontana & The Mindbenders,0xUt2TLACg0gLlDGWsceGd,0.0602,0.736,0.866,0,2,0.0518,-5.783,1,0.0405,101.508,4,0.817
It's Just A Matter Of Time,Brook Benton,1v31Ib9Yzpc9buzF5wNvfE,0.817,0.55,0.428,0.169,3,0.0983,-9.799,1,0.0253,101.077,3,0.48
It's Just A Matter Of Time,Sonny James,0SY37QOK0zoT0M94mWDZt9,0.737,0.602,0.278,1.61e-05,2,0.242,-15.812,1,0.0273,113.105,3,0.451
