song_title,performer,track_id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Closer To The Heart,Rush,4u3oXuVeOGoByIMz9pnOKf,0.115,0.373,0.809,1.94e-06,2,0.653,-9.189,1,0.0744,145.045,1,0.539
Closer,Ne-Yo,2XbfY2O2v3xwedUJ0J2kkr,0.028,0.711,0.754,2.96e-05,4,0.152,-6.461,0,0.0763,126.05,4,0.59
Closer,Nine Inch Nails,5mc6EyF1OIEOhAkD0Gg9Lc,0.000273,0.546,0.724,0.667,10,0.133,-8.639,0,0.0427,89.991,4,0.586
Closer,Remedy,6ja7hO1Z1G1kwPvl6Y6kyL,0.0603,0.513,0.505,4.03e-06,7,0.107,-11.304,0,0.0356,139.651,4,0.361
Closer,Saweetie Featuring H.E.R.,1dKe9VEGUSNfzn5MDvm6SJ,0.139,0.833,0.691,2.99e-05,6,0.131,-5.771,1,0.133,110.985,4,0.866
Closer,Tegan And Sara,4dTVgHZFPlaq9nPbLVVLSG,0.00174,0.588,0.751,6.57e-05,0,0.353,-7.588,1,0.0328,136.979,4,0.52
Closer,The Chainsmokers Featuring Halsey,7BKLCZ1jbUBVqRi2FVlTVw,0.414,0.748,0.524,0,8,0.111,-5.599,1,0.0338,95.01,4,0.661
Closet Freak,Cee-Lo,4MyFSB0Fmo9VcYPHNCNI3R,0.0129,0.763,0.603,5.74e-06,1,0.273,-7.507,1,0.0477,135.095,4,0.537
Closure,Summer Walker,6xRnDd8w5GkPTOiHC7zxsb,0.201,0.809,0.586,3.83e-06,0,0.159,-8.315,1,0.0753,134.973,3,0.561
Closure,Taylor Swift,6a8aUhYbaQBUI8PcJ5ZmQ6,0.835,0.689,0.704,4.83e-06,9,0.134,-10.813,1,0.245,151.884,5,0.92
Clothes Off!!,Gym Class Heroes,6miqdoICzUXCL5UHCuucjK,0.0225,0.761,0.69,0,11,0.34,-5.56,1,0.11,114.987,4,0.742
Cloud Nine,Mongo Santamaria,7CRJV0qUMAxftqySiPazpK,0.0763,0.582,0.954,0.833,9,0.0872,-6.122,0,0.215,131.288,4,0.632
Cloud Nine,The Temptations,1A8gqfrso63AC4XVW6DTTw,0.354,0.736,0.45,0,7,0.0689,-14.104,1,0.0583,118.042,4,0.82
Clouds,David Gates,4re8qwh1wWoxPLw4sKSdz4,0.737,0.31,0.181,0.0061,10,0.104,-18.554,1,0.0326,132.287,4,0.105
Clouds,NF,1mvI5pGoh84IiFSbWxEkGH,0.373,0.788,0.652,0,1,0.755,-3.931,1,0.405,128.108,4,0.812
Clouds,Zach Sobiech,1ad6CbExeZneBGswe5YuSD,0.151,0.659,0.64,0.00477,2,0.109,-6.544,1,0.0263,96.935,4,0.211
Cloudy Summer Afternoon (Raindrops),Barry McGuire,2xUPazvz0vm9MwHArnzFea,0.729,0.628,0.701,0.0003,4,0.442,-11.223,1,0.0532,119.211,4,0.741
Clout,Offset Featuring Cardi B,59ywHNwwchG4nZJMLyxSzd,0.23,0.919,0.622,4.24e-06,1,0.122,-7.384,1,0.0997,140.022,4,0.423
Club At The End Of The Street,Elton John,3spWfMlB39jSkstIslYnvG,8.12e-05,0.65,0.755,0.0145,2,0.326,-9.645,1,0.0281,124.844,4,0.782
Club Can't Handle Me,Flo Rida Featuring David Guetta,6ebkx7Q5tTxrCxKq4GYj0Y,0.0283,0.616,0.869,0,0,0.064,-3.911,1,0.0327,127.966,4,0.473
Club Michelle,Eddie Money,2W8cfF08zbVmjdu1dZjkDQ,0.000625,0.598,0.779,0.000728,6,0.281,-7.735,0,0.0299,153.623,4,0.721
Club Paradise,Drake,6MR5IBSNfDmiwnrlQpVw4w,0.758,0.338,0.729,3.24e-05,6,0.18,-6.419,0,0.102,184.174,4,0.543
Clubbin,Marques Houston Featuring Joe Budden & Pied Piper,1UmI1kV6HpC56GtcMtV22b,0.0945,0.575,0.496,0,4,0.0891,-6.716,0,0.164,103.49,3,0.288
Clueless,Polo G Featuring Pop Smoke & Fivio Foreign,4CPcZHzSvIBM8AKhdHUwnL,0.391,0.734,0.712,0,6,0.103,-6.217,0,0.201,140.369,4,0.674
Clumsy,Fergie,50xeLNGKmskmYUSINhqvfa,0.191,0.731,0.563,0.000423,2,0.296,-4.046,1,0.131,184.004,4,0.452
Co-Co,The Sweet,4oNc2Dhe42VE7d9QAZtxYF,0.335,0.6,0.779,0,4,0.131,-3.465,0,0.0631,94.072,4,0.572
CoCo,O.T. Genasis,2JI71GHwq2LN8mtq3iCLYo,0.00215,0.886,0.628,1.15e-05,8,0.31,-5.949,1,0.131,119.906,4,0.178
Coal Miner's Daughter,Loretta Lynn,3mM14WXoPaLRjjkmxHe99L,0.836,0.601,0.354,0.00474,9,0.103,-14.07,1,0.0315,137.327,4,0.635
Coal,Dylan Gossett,4dtIxANFBU6CfhI9c2hf2g,0.753,0.522,0.223,0,1,0.165,-9.561,0,0.0345,97.045,4,0.439
Cobra,Megan Thee Stallion,3Kh8X9lHztqVBTgw30HbXn,0.709,0.816,0.649,0,0,0.52,-5.12,0,0.242,138.056,4,0.686
Cochise,Audioslave,1TDk2Jmi4dVZhm2dum3Jim,0.000519,0.452,0.873,0,9,0.0592,-4.867,1,0.0613,80.473,4,0.433
Cocktales,Too $hort,6oadMAqfdbOBvGib6lUpn3,0.115,0.838,0.542,0.0075,1,0.374,-6.884,0,0.0951,87.094,4,0.239
Coco Chanel,Eladio Carrion & Bad Bunny,0PB0O24JqAuNdOAFVJljMS,0.143,0.863,0.706,4.43e-05,3,0.0786,-5.555,0,0.103,140.017,4,0.686
Coco Jamboo,Mr. President,5fRvePkRGdpn2nKacG7I6d,0.0791,0.832,0.838,0,1,0.152,-5.414,0,0.0421,100.021,4,0.965
Cocomotion,El Coco,0LtBwGVuZCK0fy1kyC4A16,0.0215,0.79,0.488,0.426,11,0.324,-13.132,0,0.0522,128.593,4,0.802
Coconut Juice,Tyga Featuring Travis McCoy,03Ad98xbeA7KhyplyWvGvl,0.326,0.737,0.81,0,7,0.573,-6.064,1,0.354,96.893,4,0.538
Coconut,Nilsson,4o5GyaeGMgDsrclBsL3au7,0.389,0.652,0.494,1.46e-06,5,0.0677,-14.79,1,0.102,137.463,4,0.905
Codeine Dreaming,Kodak Black Featuring Lil Wayne,4DTpngLjoHj5gFxEZFeD3J,0.0652,0.736,0.604,6.43e-05,1,0.124,-7.357,0,0.222,155.007,4,0.574
Coffee Bean,Travis Scott,6vnfObZ4Ys70SBAtti1xZ9,0.0862,0.81,0.582,0.00681,5,0.207,-5.098,0,0.125,95.004,4,0.503
Coffee Shop,Yung Joc Featuring Gorilla Zoe,2RE7NMfZBeUtbyUCVOe3VL,0.0446,0.804,0.838,0,5,0.3,-6.064,0,0.134,151.985,4,0.908
Coffee,Miguel,28wmzW39UTv4iYCKKkhIQP,0.00558,0.556,0.618,0.000351,10,0.153,-7.471,0,0.0463,80.985,4,0.121
Cold As Ice,Foreigner,7vidktgNZFQylTgH1GEnMs,0.0264,0.562,0.609,0,3,0.17,-7.063,0,0.0271,130.753,4,0.512
Cold As You,Luke Combs,7IWV29mryrqtO0JVgnPtfv,0.0527,0.598,0.846,0,6,0.113,-4.956,1,0.0355,144.04,4,0.328
Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,67wUHsoXdZ8UOLt6rodpQ9,0.0446,0.585,0.863,0,7,0.0937,-4.061,1,0.0401,147.931,4,0.788
Cold Blooded,Rick James,7LHfhusSfulgzuiMg7e3Cz,0.0172,0.939,0.487,0.0124,10,0.05,-7.641,0,0.153,117.637,4,0.646
Cold Cold Winter,The Pixies Three,79UEgHE04gFuv6S6Vqi07N,0.35,0.453,0.492,1.8e-05,7,0.23,-13.294,1,0.031,141.175,4,0.609
Cold Day In July,Dixie Chicks,2dtitppHZmA0MxLZ3Giq3o,0.0163,0.574,0.368,2.12e-05,7,0.0746,-10.644,1,0.0271,129.457,4,0.296
Cold December,Rod Wave,6UAy9xYeTWjZB7h05p83e9,0.0589,0.646,0.533,1.75e-06,11,0.269,-10.461,1,0.118,169.913,4,0.249
Cold Feet,Albert King,3nmd5lsusqNE1bhcpHwAOH,0.324,0.679,0.351,0.467,1,0.314,-12.461,1,0.0928,80.115,4,0.559
Cold Hard Bitch,Jet,5u6fnmRO5V0PTl5M2Eekeu,0.000251,0.471,0.887,0.000328,2,0.0975,-3.949,1,0.0622,130.225,4,0.345
Cold Heart (PNAU Remix),Elton John & Dua Lipa,7rglLriMNBPAyuJOMGwi39,0.0354,0.795,0.8,7.25e-05,1,0.0915,-6.32,1,0.0309,116.032,4,0.934
Cold Hearted,Paula Abdul,6jrp8qBMJO6vhAeYVAsdk9,0.149,0.879,0.679,0.00874,7,0.078,-8.59,0,0.0421,122.382,4,0.724
Cold Love,Donna Summer,7HANsSmGR59Im7gE6vxxvF,0.0865,0.826,0.573,0,5,0.178,-9.24,1,0.0816,124.489,4,0.873
Cold One,Eric Church,1ffMmNQ42w7dIwyCDTKySb,0.0758,0.591,0.888,0.00403,6,0.535,-5.807,1,0.0601,147.951,4,0.771
Cold Rock A Party,MC Lyte,1iVdwLsbPsKnqUoZOWlEqv,0.192,0.896,0.744,1.19e-06,11,0.108,-5.239,0,0.246,92.91,4,0.744
Cold Shower,Erin Cruise,,,,,,,,,,,,,
Cold Sweat - Part 1,James Brown And The Famous Flames,39PqVnxzNG1O9So8nE55CS,0.31,0.894,0.28,0,7,0.132,-11.515,1,0.0545,112.451,4,0.842
Cold Turkey,Plastic Ono Band,,,,,,,,,,,,,
Cold Water,Major Lazer Featuring Justin Bieber & MO,7zsXy7vlHdItvUSH8EwQss,0.0736,0.608,0.798,0,6,0.156,-5.092,0,0.0432,92.946,4,0.5
Cold Wind Blows,Eminem,3Tj1luJyKPQt7WbrqpJ2Az,0.13,0.619,0.972,0,11,0.782,-0.517,1,0.416,169.04,4,0.584
Cold World,Genius/GZA Featuring Inspektah Deck,,,,,,,,,,,,,
"Cold, Cold Heart",Dinah Washington,61PT35m8YfPJL4c6NBtDgL,0.878,0.559,0.253,0.000145,0,0.0787,-10.267,1,0.0514,87.895,4,0.517
Cold,Crossfade,6ZxrUCaynLgKSUudACOTwj,6.06e-05,0.451,0.815,0,2,0.27,-5.55,0,0.0368,147.974,4,0.618
Cold,Maroon 5 Featuring Future,7gwLQ4tZ5UdZ7qNcDyJ8wr,0.138,0.692,0.717,0,9,0.0464,-6.346,0,0.107,99.838,4,0.412
Colder Weather,Zac Brown Band,3U8dHeggJ8IBe0UCb1gbyB,0.455,0.667,0.381,0,3,0.116,-7.494,1,0.0294,135.975,4,0.199
"Cole, Cooke & Redding",Wilson Pickett,6a0k23wrj492S3BQm3iHMK,0.272,0.446,0.4,1.09e-05,7,0.0605,-16.993,1,0.0579,140.091,4,0.625
Collard Greens,ScHoolboy Q Featuring Kendrick Lamar,0zO8ctW0UiuOefR87OeJOZ,0.0255,0.825,0.573,9.19e-06,11,0.205,-4.872,1,0.0638,153.956,4,0.66
Collide,Howie Day,6dwkFmLUz6hx2CZG2EqLol,0.222,0.636,0.625,5.35e-05,11,0.119,-7.895,1,0.0277,93.931,4,0.342
"Colombia, Mi Encanto",Carlos Vives,2Q5q1q01KOdHt5fM00WUJ8,0.0223,0.718,0.88,0,0,0.908,-7.567,1,0.11,124.007,4,0.814
Color Him Father,The Winstons,4qlk1U68B90hEi37NvCJRK,0.53,0.531,0.674,9.46e-05,5,0.0368,-7.312,0,0.0383,115.087,4,0.869
Color My World,Petula Clark,4fDmBXsUlXhYt59IkY2tu6,0.717,0.439,0.887,2.55e-05,10,0.259,-7.052,1,0.039,165.425,4,0.709
Colorado,Danny Holien,4WfNqOng3f8T67gFkFL71A,0.581,0.319,0.274,0.481,5,0.101,-12.568,0,0.0342,87.741,4,0.417
"Colors Of The Wind (From ""Pocahontas"")",Vanessa Williams,7xG1fakElLbxwyr9eyGEK6,0.395,0.579,0.241,2.59e-05,7,0.104,-18.092,0,0.0469,83.965,4,0.135
Colors,Ice-T,1V3ko5D15URHHXkPWO9dcz,0.0902,0.847,0.92,1.33e-05,10,0.126,-7.261,0,0.287,93.532,4,0.519
Colour Of Love,Amber,0kIABQT8kRu09MeX81WcZQ,0.116,0.642,0.754,0.0384,1,0.0601,-7.646,1,0.0272,127.026,4,0.736
Colours,Donovan,5JP6wL89ZQf17N8FxVap9N,0.0627,0.458,0.621,0.00806,4,0.304,-11.507,1,0.0262,101.748,4,0.696
Come & Get It,Selena Gomez,6LoQHIo74tOzQ8EsLEkhgF,0.00999,0.545,0.787,0.000201,7,0.0809,-4.095,0,0.0521,80.158,4,0.574
Come & Go,Juice WRLD x Marshmello,2Y0wPrPQBrGhoLn14xRYCG,0.0172,0.625,0.814,0,0,0.158,-5.181,1,0.0657,144.991,4,0.535
Come & Talk To Me,Jodeci,63uR29DnkNPUiorL30cHnj,0.223,0.61,0.571,0,7,0.366,-14.77,1,0.09,172.099,4,0.84
Come A Little Bit Closer,Jay & The Americans,0cLZ9ecuhocv99BICMb59O,0.659,0.594,0.716,0.000829,3,0.363,-8.429,1,0.043,132.309,4,0.847
Come A Little Closer,Dierks Bentley,6yFD0TSZvxydqGxLNDjZUO,0.0644,0.579,0.57,0.00636,5,0.105,-5.869,1,0.0227,80.028,4,0.368
Come Again,Damn Yankees,6Hfvn9qguufsmHp0uk3y3r,0.126,0.222,0.681,8.03e-05,9,0.128,-10.832,0,0.0469,130.689,4,0.388
Come Along,Maurice Williams & The Zodiacs,6JTmMou1uaWE5j5nCymwB4,0.782,0.54,0.657,0,10,0.25,-8.231,1,0.0572,121.901,4,0.71
Come An' Get Yourself Some,Leon Haywood,2OpH12ThUpDSnc6MEurwZ1,0.0662,0.659,0.83,0.000454,7,0.0593,-7.602,1,0.044,93.005,4,0.966
Come And Get It,Badfinger,0wb21I1NV5uVUolRXIqlJF,0.0285,0.616,0.629,1.32e-06,8,0.208,-6.9,1,0.0263,94.004,4,0.606
Come And Get Me,Jackie DeShannon,0CdSyRIqzfOirCgtRVcQQY,0.841,0.472,0.589,0,5,0.107,-8.797,1,0.0323,97.136,4,0.449
Come And Get These Memories,Martha & The Vandellas,5gwvsIrTVL4F76tn9xEhQ3,0.653,0.532,0.664,1.14e-06,3,0.208,-7.293,1,0.0447,127.007,4,0.848
Come And Get With Me,Keith Sweat Featuring Snoop Dogg,6IVcP0GyH1xRmqdTiNdjzn,0.181,0.826,0.432,0,1,0.166,-7.445,1,0.227,92.686,4,0.616
Come And Get Your Love,Real McCoy,0XVikcHfkoBvJ5ZU8xQBWn,0.0179,0.736,0.864,1.62e-05,8,0.345,-6.567,1,0.0397,108.828,4,0.763
Come And Get Your Love,Redbone,7GVUmCP00eSsqc4tzj1sDD,0.172,0.731,0.804,0.00028,11,0.0685,-7.621,0,0.0473,107.383,4,0.957
Come And Get Your Love,Roger Daltrey,,,,,,,,,,,,,
Come And See Me,PARTYNEXTDOOR Featuring Drake,6cEguiQecbXrFlsnMi2ysr,0.0511,0.77,0.347,2.57e-06,2,0.087,-10.265,1,0.0623,84.957,4,0.0583
Come And Stay With Me,Marianne Faithfull,1D2VIwDVHzh5n7nkGk0vij,0.12,0.555,0.514,7.97e-06,5,0.124,-9.301,1,0.0262,77.952,4,0.678
Come Around Me,Justin Bieber,2o9LAypwGH4ctV0i9boo6d,0.263,0.648,0.681,0.00761,2,0.0971,-8.389,0,0.0379,157.944,4,0.766
Come As You Are,Nirvana,4P5KoWXOxwuobLmHXLMobV,0.00016,0.5,0.824,0.00161,4,0.0916,-5.846,0,0.0388,120.125,4,0.539
Come As You Are,Peter Wolf,6FkkWT4Sf6wlH5lA9rUAdm,0.966,0.275,0.212,0.842,0,0.325,-19.789,1,0.0346,138.3,4,0.312
Come Away To The Water,Maroon 5 Featuring Rozzi Crane,7A4KjSFDx0BL75up2eK0OF,0.477,0.402,0.493,0.0218,11,0.139,-14.332,0,0.0372,84.893,4,0.289
Come Baby Come,K7,2b8RCiPb2rtG5AQ1FwyUZX,0.028,0.832,0.726,0,2,0.0468,-7.739,1,0.19,106.125,4,0.55
Come Back And Stay,Paul Young,1r3YUTAwY0Y7tyV9Xcgps8,0.116,0.624,0.803,1.15e-05,6,0.293,-7.985,0,0.0729,130.834,4,0.8
Come Back As A Country Boy,Blake Shelton,5EDtmgwR1lDmDGLZraNpJg,0.0197,0.487,0.796,0.000192,7,0.327,-3.9,0,0.0339,76.037,4,0.44
Come Back Baby,Roddie Joy,4ra1mzjqu9MKufjmtgTujP,0.537,0.373,0.64,4.24e-05,7,0.444,-9.717,1,0.0892,204.159,4,0.712
Come Back Home,Bobby Goldsboro,0Mp2CTuaVnRGLnN7kTDkTY,0.167,0.392,0.591,3.27e-05,2,0.514,-4.997,1,0.0437,117.311,4,0.244
Come Back Silly Girl,The Lettermen,4QkvXIZGRmR2k7yduFFj9L,0.665,0.408,0.364,0.00862,7,0.301,-14.743,1,0.0277,96.429,4,0.429
Come Back Song,Darius Rucker,4sHOAALFZiNa4wukjPSBpq,0.138,0.516,0.745,0,9,0.114,-5.674,1,0.0381,177.781,4,0.77
Come Back To Earth,Mac Miller,01z2fBGB8Hl3Jd3zXe4IXR,0.89,0.272,0.238,0.00925,2,0.275,-12.148,0,0.0349,83.507,4,0.119
Come Back To Me,David Cook,55r33uTqnLglVMHb1qeWOd,0.0101,0.476,0.895,1.02e-06,4,0.127,-4.857,1,0.0299,108.087,4,0.632
Come Back To Me,Janet Jackson,0NSSqYISjnav81CEn6EgBY,0.626,0.428,0.409,0.00961,5,0.138,-12.346,0,0.0271,77.906,4,0.0611
Come Back To Me,Vanessa Hudgens,0occ3Gxp6ZV5DUmJNuEsQB,0.000836,0.65,0.868,1.61e-05,5,0.245,-3.988,1,0.084,87.961,4,0.71
Come Back When You Grow Up,Bobby Vee And The Strangers,56syoOlt0eFhDd26cPSoee,0.833,0.646,0.188,0,7,0.123,-14.704,1,0.0351,115.102,4,0.503
Come Back...Be Here (Taylor's Version),Taylor Swift,,,,,,,,,,,,,
Come Back,Jimmy Clanton,7tUjU3BkY9JcApczsi93P4,0.598,0.366,0.299,2.66e-06,0,0.0509,-9.532,1,0.0264,103.379,3,0.288
Come Back,Johnny Mathis,62bdT06XDXgSIBf9c8g8IA,0.51,0.516,0.626,0.000678,5,0.339,-9.618,1,0.0526,186.042,3,0.752
Come Back,Londonbeat,1wrb2BWcjHSij6koXArdRg,0.241,0.703,0.838,0,7,0.125,-9.11,0,0.0451,120.503,4,0.834
Come Back,The Five Stairsteps,7K6KRwyvE0plDEzxrVmCon,0.515,0.319,0.525,0,3,0.167,-8.35,1,0.0286,86.42,3,0.445
Come Back,The J. Geils Band,4SnovfTMzsmOnAfITyPFTP,0.00203,0.71,0.822,0.00938,5,0.0541,-6.827,0,0.0306,125.06,4,0.956
Come Clean,Hilary Duff,2TZ1apxMDlubCGMsOxcTbT,0.016,0.577,0.892,6.39e-05,8,0.299,-5.121,0,0.0675,118.096,4,0.454
Come Clean,Jeru The Damaja,6wbBrsE2H2pupmnfoVSY6w,0.6,0.812,0.778,4.39e-05,10,0.11,-13.957,0,0.292,87.713,4,0.599
Come Close To Me,Common Featuring Mary J. Blige,,,,,,,,,,,,,
Come Closer To Me (Acercate Mas),Nat King Cole,76AbCflWiJBgByIqFl396O,0.823,0.548,0.256,1.4e-05,3,0.101,-14.527,1,0.0374,100.805,4,0.548
Come Dance With Me,Jay & The Americans,2YOlhI4YQ0pWbqv16TA9ia,0.548,0.583,0.833,1.5e-05,4,0.14,-8.228,1,0.0438,151.977,4,0.849
Come Dancing,The Kinks,1M0J45ZSv6qNaBSbGCIcGV,0.23,0.491,0.751,1.22e-05,7,0.0666,-11.549,1,0.0686,152.43,4,0.916
Come Get Her,Rae Sremmurd,1Ser4X0TKttOvo8bgdytTP,0.19,0.689,0.564,0,2,0.0721,-6.226,1,0.14,185.03,4,0.122
Come Get It Bae,Pharrell Williams,24MSdaNRlLgjp8xYeJeXwZ,0.266,0.934,0.798,4.54e-05,0,0.0962,-5.665,1,0.0849,120.162,4,0.895
Come Get To This,Marvin Gaye,622DQPLumfjBW0sDd7XGFO,0.358,0.651,0.641,1.25e-05,0,0.131,-8.656,1,0.0401,114.859,4,0.674
Come Give Your Love To Me,Janet Jackson,6IyzR0X4glFMP4KEjPKHm9,0.00549,0.723,0.598,0.000556,6,0.0701,-14.328,1,0.0456,139.815,4,0.793
Come Go With Me,Dion,7rr8ZP1Ezup3DKpqLY20bl,0.339,0.555,0.447,0,0,0.242,-12.909,1,0.0409,119.917,4,0.925
Come Go With Me,Expose,5a3QwvHiJO4fKWJqsPkJvB,0.0097,0.524,0.735,0.0139,7,0.0615,-9.708,1,0.0387,119.907,4,0.866
Come Go With Me,Pockets,5sbjhxchF1QOgZt7GyOdQ8,0.132,0.665,0.579,0.00038,6,0.0563,-10.679,0,0.0475,119.3,4,0.917
Come Go With Me,The Beach Boys,7unmSSIMgaa1yKsnFnWrAq,0.0889,0.705,0.542,0,4,0.355,-9.34,0,0.0528,122.116,4,0.895
Come Home Soon,SHeDAISY,5q8WL51d8vXvGSwDdfzgJ0,0.658,0.279,0.431,0,10,0.101,-6.926,1,0.032,183.18,4,0.257
Come Home With Me Baby,Dead Or Alive,7xzEdwM3bn9uKULTfsasZR,0.0575,0.722,0.969,0.00011,10,0.827,-3.685,0,0.0852,120.637,4,0.851
Come Home,Faith Hill,7IALMJlkjCSc0brxaQnCbV,0.094,0.419,0.8,0,2,0.291,-3.675,1,0.0398,148.133,4,0.265
Come Home,OneRepublic With Sara Bareilles,0bJfgUyjfPJYqRgUxb12Eh,0.947,0.521,0.155,9.32e-06,0,0.103,-12.147,1,0.0286,75.003,4,0.16
Come Home,The Dave Clark Five,7MDCw7q2QGaiK0DN9Q0UPH,0.363,0.415,0.363,0,7,0.142,-10.095,1,0.0763,197.562,4,0.404
Come In From The Rain,Captain & Tennille,0jNFmyoVCCIbiCJaK8tEuJ,0.722,0.297,0.372,2.37e-05,10,0.774,-8.172,1,0.0369,87.612,5,0.0974
Come In Out Of The Rain,Wendy Moten,0KMZsxJalrqyJSWghlpPmb,0.158,0.59,0.559,3.96e-06,5,0.361,-8.916,1,0.0269,114.327,4,0.311
Come In Stranger,Johnny Cash And The Tennessee Two,1nPYfGi4zkUaDIirBvFmG9,0.808,0.792,0.508,0.00019,6,0.089,-9.88,1,0.0559,83.242,4,0.906
Come In With The Rain,Taylor Swift,1n2wszmJyVkw6FHqyLnQsY,0.0406,0.476,0.564,0,2,0.102,-5.677,1,0.0269,143.929,4,0.167
Come Inside,Intro,1XX4xX9rrdaomm4RxAJjZW,0.0114,0.735,0.447,0,4,0.305,-15.942,0,0.0609,135.999,4,0.619
Come Into My Heart,Lloyd Price and His Orchestra,2MfIhWJD9lTXKTolmYdXCP,0.62,0.532,0.565,0,8,0.086,-6.942,1,0.0333,103.32,4,0.638
Come Into My Life,Jimmy Cliff,0Gms0Ad9iBfwoInbDbSoLn,0.0503,0.618,0.435,7.19e-06,1,0.158,-16.321,1,0.059,166.351,4,0.615
Come Into My World,Kylie Minogue,39DW02MW41A8bBIxH7nT1V,0.0294,0.603,0.835,0.149,3,0.0906,-7.303,0,0.0282,124.994,4,0.822
Come Join The Murder,The White Buffalo & The Forest Rangers,1jZoQ2R3wgs1UbOhio9j8I,0.67,0.529,0.445,0.032,5,0.106,-7.156,1,0.0275,124.166,4,0.179
Come Live With Me,Ray Charles,42RHVR8cNr2g3VZx2Huoux,0.885,0.311,0.235,0.00826,8,0.168,-10.308,1,0.0291,147.539,3,0.119
Come Live With Me,Roy Clark,10htBCDjtsZYtkwBpn1RqZ,0.632,0.498,0.249,0.00142,2,0.118,-14.156,1,0.0274,72.044,3,0.333
Come Monday,Jimmy Buffett,0yje3JVMgJNZENayymCTHA,0.776,0.617,0.301,0,9,0.0914,-15.393,1,0.0292,111.527,4,0.664
Come On And Get Me,Fabian,49PeQTl8U3U4EGHJbhnZGe,0.623,0.436,0.816,0.0813,5,0.522,-10.466,0,0.0304,84.41,4,0.857
Come On And Say It,The Grass Roots,2VWThes1ZhDX9BLuucqJgI,0.25,0.488,0.82,0.000116,9,0.0841,-5.918,1,0.0306,141.624,4,0.776
Come On And See Me,Tammi Terrell,6Gyf7EVQ5A1iZlU5kxQ7p0,0.00805,0.518,0.83,0.00833,1,0.0693,-3.625,1,0.0319,113.884,4,0.839
Come On Baby,Bruce Channel,56pBzmSFyU6QFcHoB04xWW,0.321,0.437,0.586,0.000182,9,0.7,-4.78,0,0.0327,106.855,4,0.832
Come On Do The Jerk,The Miracles,65MV3lqX24WicO4yA49NQb,0.225,0.562,0.946,2.92e-05,5,0.211,-2.442,1,0.037,93.489,4,0.954
Come On Down To My Boat,Every Mothers' Son,3unFRYDotoc1a2vR08T4yN,0.455,0.602,0.688,0,10,0.0308,-7.263,1,0.0359,127.89,4,0.915
