song_title,performer,track_id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
"Gonna Fly Now (Theme From ""Rocky"")",Maynard Ferguson,3kptOaH2SE1lbgKm3Umhf6,0.0116,0.532,0.854,0.788,9,0.541,-6.476,0,0.0653,113.815,4,0.617
Gonna Fly Now,Bill Conti,7iXYRR70wewzVYzWScm99j,0.462,0.434,0.722,0.773,0,0.05,-6.388,1,0.0351,95.637,4,0.453
Gonna Get Along Without Ya' Now,Trini Lopez,3MedejWo5Q7hYLR6epEDTp,0.777,0.761,0.551,5.31e-05,5,0.101,-11.621,1,0.0405,81.436,4,0.927
Gonna Get Along Without You Now,Skeeter Davis,1FpuUMrFc7yQ8lVUolmFiw,0.726,0.436,0.512,9.63e-06,1,0.258,-7.372,1,0.0304,152.084,4,0.768
Gonna Get This,Hannah Montana Featuring Iyaz,1y6Y28gA3mNHSs7RDLrDKs,0.0214,0.676,0.769,0,0,0.0797,-3.513,1,0.0464,100.02,4,0.781
Gonna Give Her All The Love I've Got,Jimmy Ruffin,1eGPKo73n7rFkTqmQCXq79,0.574,0.477,0.368,0,0,0.415,-11.763,1,0.0392,134.984,4,0.523
Gonna Give Her All The Love I've Got,Marvin Gaye,4d8MN3egxWp2lqC7J7VKlj,0.48,0.657,0.568,0,10,0.101,-9.895,1,0.0278,96.669,4,0.941
Gonna Know We Were Here,Jason Aldean,2UTUFGGUPPUO9QNTfEcYN7,0.0339,0.446,0.896,0,9,0.882,-5.57,1,0.173,173.855,4,0.533
Gonna Love You More,George Benson,6GjOjrIuU4Pu4mqxUqSET1,0.314,0.667,0.61,0.00394,6,0.0888,-15.028,0,0.0556,93.816,4,0.831
"Gonna Love You Right (From ""Sugar Hill"")",After 7,7HRgMVqZVtskCkVjjxI1sa,0.736,0.572,0.441,0,3,0.7,-6.167,1,0.0269,83.167,4,0.533
Gonna Make It,SaFire,13tY5BBz5mEC2McQksvO5V,0.00687,0.458,0.729,0.33,4,0.063,-10.066,0,0.0516,114.378,4,0.728
Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,0cyIqY04KXPIS3u9ZZi78t,0.00154,0.769,0.936,0.379,9,0.0743,-5.523,1,0.0879,124.951,4,0.541
Gonna Raise A Rukus Tonight,Jimmy Dean,,,,,,,,,,,,,
Gonna Send You Back To Georgia (A City Slick),Timmy Shaw,2eytcYLTITYs99eaNuUSjn,0.611,0.665,0.696,0.000241,0,0.117,-6.18,1,0.0828,186.151,4,0.864
Gonna Send You Back To Walker (Gonna Send You Back To Georgia),The Animals,5nd30yLV20WchofpW7Uy0e,0.671,0.594,0.767,0.0223,2,0.218,-4.894,1,0.0266,99.391,4,0.972
Gonna Wanna Tonight,Chase Rice,1HE3TzRFmNQ7QQLoEMl0R2,0.0444,0.584,0.79,4.22e-05,2,0.0734,-6.544,1,0.0412,123.961,4,0.691
Gonna' Get Along Without You Now,Tracey Dey,,,,,,,,,,,,,
Gonna,Blake Shelton,57gS5wJqIH6sbtBIIiioNY,0.0265,0.667,0.886,0,4,0.0759,-5.12,1,0.0387,146.076,4,0.948
Gonorrhea,Lil Wayne Featuring Drake,2k79z9A1dbdQ8gQG8M1Zz5,0.0311,0.715,0.745,0,9,0.0823,-5.71,1,0.251,148.049,4,0.688
Gonzo,James Booker,2oXzcaaG842wRUvuR5xXIS,0.707,0.652,0.463,0.501,0,0.112,-10.322,1,0.0491,129.337,4,0.825
Goo Goo Barabajagal (Love Is Hot),Donovan/Jeff Beck Group,,,,,,,,,,,,,
Gooba,6ix9ine,2zvDnNLW4yZ4a0YcGiOEBX,0.0264,0.611,0.688,0,1,0.251,-5.688,1,0.341,178.462,4,0.393
Good (Don't Die),¥$: Ye & Ty Dolla $ign,78f6U53t5MCQCHttfbOmJG,0.0118,0.587,0.768,3.37e-06,5,0.308,-7.618,0,0.296,88.675,4,0.478
Good 4 U,Olivia Rodrigo,4ZtFanR9U6ndgddUvNcjcG,0.335,0.563,0.664,0,9,0.0849,-5.044,1,0.154,166.928,4,0.688
Good As Hell,Lizzo,6KgBpzTuTRPebChN0VTyzV,0.256,0.682,0.919,0,0,0.442,-3.18,0,0.0875,95.982,4,0.535
Good As You,Kane Brown,19kUPdKTp85q9RZNwaXM15,0.4,0.626,0.516,0,8,0.142,-6.05,1,0.0388,153.653,4,0.769
Good Clean Fun,The Monkees,1t4I9xuq9Mgdq4SR5hV8p5,0.129,0.582,0.836,1.81e-06,11,0.248,-9.3,0,0.0559,110.563,4,0.915
Good Combination,Sonny & Cher,5YRBpKTf5lKBy9jYS2TDCn,0.379,0.548,0.657,0,10,0.159,-8.783,1,0.0507,130.74,4,0.728
Good Day Sunshine,Claudine Longet,0R3flkZBGrHE1n7hHGNwLU,0.727,0.632,0.446,3.64e-05,10,0.154,-14.436,1,0.0774,124.59,4,0.359
Good Days,SZA,4PMqSO5qyjpvzhlLI5GnID,0.418,0.461,0.651,1.26e-05,1,0.782,-8.81,0,0.0568,121.07,4,0.383
Good Directions,Billy Currington,7GQjJEwqlp6m5HNWVQd6OR,0.307,0.716,0.72,0,5,0.135,-2.183,1,0.031,122.441,4,0.48
Good Drank,2 Chainz x Gucci Mane x Quavo,39pS70eeDvyCAF3t8NAlVV,0.274,0.837,0.776,0,4,0.113,-0.804,0,0.24,130.023,4,0.37
Good Enough To Be Your Wife,Jeannie C. Riley,20KkBSdZExHk6WoYXUpFC2,0.648,0.619,0.767,0.00154,2,0.297,-8.188,0,0.0575,90.664,4,0.746
Good Enough,Bobby Brown,3WFQ6pEp1BRXrDKQ825ze7,0.00526,0.651,0.743,0.000341,2,0.0406,-9.254,1,0.0364,90.2,4,0.533
Good Enough,Sarah McLachlan,0iSMAOr4EWdHJFOPi1xfiT,0.458,0.515,0.445,0.000528,9,0.106,-7.674,1,0.0273,175.915,4,0.464
Good Feeling,Flo Rida,2LEF1A8DOZ9wRYikWgVlZ8,0.0588,0.706,0.89,0.00286,1,0.306,-4.444,0,0.0688,128.011,4,0.684
Good For Me,Amy Grant,2GwDKcTJlvoRDaJXkA7ULJ,0.329,0.594,0.883,8.33e-05,5,0.276,-4.279,1,0.0451,89.997,4,0.863
Good For You,Selena Gomez Featuring A$AP Rocky,578Eooad7oUyn4stovZiPg,0.179,0.609,0.674,0,5,0.069,-6.484,0,0.0502,88.945,4,0.228
Good Form,Nicki Minaj Featuring Lil Wayne,19Fcrc0nJiwMKom00gS9SW,0.113,0.88,0.775,0.00264,7,0.0943,-5.133,1,0.0953,96.503,4,0.284
Good Friend,Mary Macgregor,5ub9ngy3atXzJ3VmJ0MDqJ,0.138,0.182,0.525,0.000479,5,0.609,-6.352,1,0.0465,190.017,4,0.503
Good Friends,Joni Mitchell,3Fh8qnLTdkWXStJwBpMtq6,0.296,0.791,0.648,4.17e-05,9,0.0721,-14.258,1,0.0365,115.898,4,0.809
Good Girl Gone Missin',Morgan Wallen,5LisHkYlpdkqNYl1HZ5cKd,0.268,0.559,0.513,1.65e-05,7,0.0746,-7.502,1,0.0275,86.002,4,0.159
Good Girl,Carrie Underwood,20DfkHC5grnKNJCzZQB6KC,0.0286,0.617,0.839,0,0,0.19,-2.849,0,0.0655,128.91,4,0.741
Good Girl,Dustin Lynch,3NgcaTIgVh77DdwAInp996,0.16,0.711,0.696,0,7,0.17,-5.05,1,0.0869,80.512,4,0.694
Good Girls Don't,The Knack,426i8hiYTwwlImNaluBb9C,0.0327,0.403,0.72,0,2,0.159,-9.841,1,0.0395,176.385,4,0.916
Good Girls Go Bad,Cobra Starship Featuring Leighton Meester,7kMfu3KUydmrFVGEAhjtyl,0.0116,0.594,0.874,0,0,0.549,-3.716,1,0.0815,119.964,4,0.628
Good Girls,5 Seconds Of Summer,5XwIdRXvHTtxH5BmBOSCCM,0.0131,0.531,0.915,0,4,0.119,-5.215,1,0.0828,141.06,4,0.557
Good Golly Miss Molly,The Swinging Blue Jeans,0hYy8Obaw4VUVJ2bf0uiFc,0.143,0.404,0.711,0,9,0.299,-10.676,1,0.0312,146.642,4,0.965
Good Good Night,Roscoe Dash,0Rktu1dU3VH295WpdK36vs,0.133,0.645,0.958,0,10,0.327,-3.872,0,0.286,160.084,4,0.834
Good Good,"Usher, Summer Walker & 21 Savage",0J1YRLYhTG1MBosjidD7OI,0.0388,0.744,0.677,0,7,0.106,-4.819,0,0.108,140.991,4,0.57
Good Guy,Eminem Featuring Jessie Reyez,4g32MdRoqwGKQd3NXIRhpU,0.244,0.696,0.634,0,9,0.437,-6.918,0,0.281,89.973,4,0.728
Good Guys Only Win In The Movies,Mel And Tim,2V74zYICH4zushVbDRLsHX,0.752,0.634,0.871,0,10,0.145,-4.02,1,0.0673,105.567,4,0.838
Good Heart,Starship,1dkzeMx16NJNbLx0uF0EUz,0.0688,0.577,0.764,0,2,0.552,-9.617,1,0.0327,94.382,4,0.733
Good Hearted Woman,Waylon & Willie,3CqLvQ9fPOLtLIKb7r5ti6,0.387,0.41,0.568,0.102,2,0.389,-11.673,1,0.0346,103.026,4,0.644
Good Is Good,Sheryl Crow,1BFfvGcVL0CdnqWmZM3bH2,0.013,0.48,0.832,0,6,0.226,-3.555,0,0.0342,142.873,4,0.336
Good Kisser,Usher,3CX3WMBg6lzWk72bYL29vP,0.379,0.64,0.782,0,5,0.109,-4.177,0,0.189,97.516,4,0.825
Good Life,G-Eazy & Kehlani,,,,,,,,,,,,,
Good Life,Inner City,5sJiLlgQKBL81QCTOkoLB5,0.172,0.716,0.783,0.0346,4,0.0327,-12.876,0,0.0496,121.306,4,0.952
Good Life,Kanye West Featuring T-Pain,4ZPdLEztrlZqbJkgHNw54L,0.00305,0.439,0.808,0,1,0.439,-6.881,1,0.346,82.962,4,0.486
Good Life,OneRepublic,6OtCIsQZ64Vs1EbzztvAv4,0.0771,0.634,0.69,0,6,0.132,-7.804,1,0.052,94.988,4,0.645
Good Little Girls,Blue County,0Y6dPRfSOVgLzKpn7L741h,0.0193,0.668,0.808,0,2,0.0294,-5.26,1,0.0384,122.001,3,0.778
Good Love,City Girls & Usher,52JFc40b28XJDROR3c4uAr,0.00132,0.557,0.843,0,7,0.109,-4.519,1,0.0875,129.511,4,0.811
Good Lover,Jimmy Reed,0GrhsM0eQQFyFN4M2zqc5f,0.593,0.556,0.395,5.4e-05,5,0.266,-11.594,1,0.0267,96.443,4,0.681
Good Lovin' Ain't Easy To Come By,Marvin Gaye & Tammi Terrell,1NVRTyKvOlh4xleqqvUW2D,0.279,0.505,0.605,0,5,0.171,-11.028,0,0.0687,200.475,4,0.713
Good Lovin' Gone Bad,Bad Company,4zzBhwmZCd1laUNgErXZIT,0.03,0.512,0.786,0.00146,2,0.114,-7.691,1,0.0493,128.501,4,0.81
Good Lovin',The Olympics,0VpHIkmXGSIJ8phPcRfQBU,0.367,0.541,0.777,0.00475,2,0.309,-9.259,1,0.0906,88.092,4,0.703
Good Lovin',The Young Rascals,0XnhQGfqfi5CnZXcONJuI5,0.00206,0.252,0.507,0.00057,2,0.325,-13.337,1,0.0442,196.494,4,0.816
Good Lovin,Ludacris Featuring Miguel,3aeSTu6ejN2BU8YywEcHWO,0.294,0.619,0.754,3.48e-06,0,0.109,-5.231,1,0.232,83.464,4,0.589
Good Luck Charm,Elvis Presley With The Jordanaires,19gotedXtqeE8dWju6WURW,0.56,0.618,0.467,1.05e-05,2,0.5,-13.166,1,0.0336,121.646,4,0.904
Good Luck Charm,Jagged Edge,0rJBJ4K6uNeDg1rGVyi0Tp,0.434,0.634,0.653,0,11,0.109,-5.89,1,0.0689,116.156,4,0.5
"Good Luck, Babe!",Chappell Roan,0WbMK4wrZ1wFSty9F7FCgu,0.0502,0.7,0.582,0,11,0.0881,-5.96,0,0.0356,116.712,4,0.785
Good Morning Beautiful,Steve Holy,0eHT8N5YQglv8cYYizXvSw,0.452,0.565,0.5,0,7,0.137,-8.822,1,0.031,70.984,4,0.242
Good Morning Freedom,Daybreak,,,,,,,,,,,,,
Good Morning Girl/stay Awhile,Journey,,,,,,,,,,,,,
Good Morning Gorgeous,Mary J. Blige,77z6mJeFcHlRWVfbOdBCtc,0.213,0.519,0.582,0,1,0.0681,-6.778,1,0.112,131.524,3,0.319
Good Morning Heartache,Diana Ross,3jE3WBIYBQDseLfQKc5wyW,0.81,0.354,0.181,5.78e-05,5,0.136,-13.017,0,0.0485,60.99,4,0.264
Good Morning Judge,10cc,1fMGRxKRtIKNyaMMGrzInM,0.0185,0.737,0.642,0.00415,9,0.0726,-9.492,1,0.0916,106.742,4,0.467
Good Morning Starshine,Oliver,0XoTz3HTFkhyji6BHGkjNF,0.394,0.694,0.541,1.26e-05,11,0.0525,-7.91,1,0.0288,125.012,4,0.862
Good Morning Starshine,Strawberry Alarm Clock,26D5mLklBxduCJmGZ210Rf,0.776,0.542,0.487,0,0,0.354,-14.44,1,0.0416,122.012,4,0.609
Good Morning,Chamillionaire,2VkD1v3tYy51yHdalZzEgJ,0.0541,0.701,0.822,0,5,0.157,-4.181,1,0.0738,88.025,4,0.392
Good Morning,Michael Redway,6sJrooys9qvVVn1boqSxil,0.782,0.641,0.392,0,11,0.0984,-8.925,1,0.155,130.622,4,0.786
Good Music,Joan Jett & the Blackhearts,1uizH33y71PDnU3vjTwWjL,0.188,0.703,0.712,1.55e-06,0,0.0947,-10.928,1,0.0322,116.605,4,0.883
Good News,Mac Miller,1DWZUa5Mzf2BwzpHtgbHPY,0.853,0.794,0.32,0.134,1,0.112,-12.92,0,0.173,174.088,4,0.241
Good News,Sam Cooke,4PUMH53Y4L21OnhNxVpoXg,0.687,0.659,0.615,0,2,0.243,-8.796,1,0.0731,119.56,4,0.853
Good Night Baby,The Butterflys,5QJpzet9iIGMuGZLNTYn8v,0.626,0.419,0.424,4.54e-06,10,0.0916,-9.506,1,0.0279,96.659,4,0.413
Good Ol' Days,Levert,1U5Y5BhGG0kO6gULUheEnY,0.216,0.651,0.753,0.000119,7,0.105,-9.143,1,0.0456,87.052,4,0.915
Good Old Days,Macklemore Featuring Kesha,2Za1AlJNvksouPPWbXpR2X,0.446,0.712,0.51,2.46e-05,8,0.112,-8.162,1,0.0633,122.964,4,0.268
Good Old Rock 'N Roll,Cat Mother & the All Night News Boys,2jfj17B5I1eXuzOoyaFnt6,0.199,0.43,0.888,4.68e-06,0,0.235,-8.405,1,0.0819,167.338,4,0.887
Good Ride Cowboy,Garth Brooks,1BXu4K8W7HXafUZo7MDlu4,0.198,0.538,0.842,0,9,0.115,-3.26,1,0.0599,136.036,3,0.62
Good Rockin' Tonight,Pat Boone,6sUrS6HXdCUwXBh7E7bEO2,0.796,0.654,0.608,1.44e-06,7,0.437,-11.564,1,0.111,78.255,4,0.797
Good Stuff,The B-52s,70y8ayO7a32MwwPC0AQruT,0.0038,0.754,0.78,0.00226,1,0.0595,-5.801,0,0.0299,120.143,4,0.923
Good Thing Man,Frank Lucas,6OeRHHpNBBlwB0UqWbz7YR,0.026,0.636,0.874,9.8e-05,4,0.0877,-5.748,1,0.0871,82.429,4,0.554
Good Thing,Fine Young Cannibals,6lRkdG1HurVS72F9GoBeWJ,0.0708,0.747,0.586,8e-05,9,0.0427,-10.119,0,0.0299,164.718,4,0.893
Good Thing,Paul Revere & The Raiders Featuring Mark Lindsay,2UOijRbR9Ym6gnegBqzpzu,0.0334,0.53,0.877,0,8,0.0875,-2.812,1,0.0385,125.594,4,0.883
Good Thing,Sage The Gemini Featuring Nick Jonas,5k7KtLUFDlawcjyvo5NpnT,0.0166,0.564,0.718,0,4,0.11,-6.243,0,0.098,93.99,4,0.213
Good Things Don't Last Forever,"Ecstasy, Passion & Pain",5WvvV1Fe7sTrBUYSe2EoGj,0.0299,0.705,0.681,2.49e-05,5,0.0588,-8.734,0,0.0829,119.89,4,0.647
Good Time Baby,Bobby Rydell,5Zt2tF219dfVI32VAORqXH,0.617,0.506,0.844,0,5,0.645,-6.58,1,0.0725,168.78,4,0.854
Good Time Charlie's Got The Blues,Danny O'Keefe,2EuHw21uxVU8I9kEUD3O9J,0.714,0.553,0.277,0.0187,7,0.129,-13.087,1,0.0262,84.873,4,0.504
Good Time Charlie,Bobby Bland,5HSJ3BzoAWbE0qdRD0YvvQ,0.265,0.663,0.645,0.0329,5,0.113,-5.511,1,0.0375,122.043,4,0.837
Good Time Girl,Nancy Sinatra,2NFiAytJxzRovskKxbDRbw,0.689,0.511,0.377,0,4,0.183,-8.585,1,0.0389,109.149,4,0.675
Good Time Music,The Beau Brummels,7Mw5ivipu5XlALpNRmBEnT,0.785,0.521,0.706,0.533,9,0.639,-12.674,1,0.0836,92.125,4,0.725
Good Time Sally,Rare Earth,5N5J0zq5FSKHhtvDdSJsWw,0.398,0.708,0.805,0.000249,7,0.0545,-7.618,1,0.0301,129.185,4,0.976
Good Time Tonight,The Soul Sisters,58i8TipAFPTXapgSOyj8AK,0.18,0.652,0.457,0.866,10,0.29,-11.414,1,0.0272,77.658,4,0.96
Good Time,Alan Jackson,6lyKOW0FNW6aAZdKVgoM8m,0.0355,0.652,0.767,6.92e-06,9,0.397,-10.445,1,0.0372,132.017,4,0.73
Good Time,Niko Moon,2S8UMuLJ0z8agFgFGJ6Ztt,0.0874,0.802,0.59,0,5,0.275,-7.189,1,0.0493,138.084,4,0.687
Good Time,Owl City & Carly Rae Jepsen,1kPpge9JDLpcj15qgrPbYX,0.0239,0.56,0.872,6.98e-06,3,0.371,-4.269,1,0.14,126.05,4,0.682
Good Time,Ziggy Marley And The Melody Makers,3yvlhe36K2ppOTu8iucTnw,0.00711,0.797,0.745,0.00199,7,0.0537,-7.323,1,0.114,102.16,4,0.351
"Good Times (From ""The Lost Boys"")",INXS & Jimmy Barnes,5UDIOboF6XMphU2MNBumVK,0.0525,0.529,0.987,0.0565,2,0.398,-5.991,1,0.0927,157.145,4,0.617
Good Times Bad Times,Led Zeppelin,0QwZfbw26QeUoIy82Z2jYp,0.0382,0.476,0.717,7.61e-05,9,0.0818,-9.192,1,0.0949,93.584,4,0.753
Good Times Roll,The Cars,7hVhRCDV100Jq26NGR7adw,0.0951,0.607,0.662,8.22e-05,4,0.125,-9.456,1,0.0278,107.646,4,0.629
Good Times With Bad Boys,Boy Krazy,3aE2QH9IZWPZkiTS142quR,0.444,0.657,0.936,9.99e-05,0,0.354,-6.232,1,0.0299,130.171,4,0.761
"Good Times, Rock & Roll",Flash Cadillac And The Continental Kids,3u8LC5s7uQNWrGkUz1WqDL,0.137,0.584,0.847,1.78e-05,7,0.184,-10.531,1,0.0369,154.512,4,0.974
Good Times,Chic,2wYKNcoqKW4IEcllj42xz1,0.0818,0.869,0.503,0.00837,2,0.187,-12.804,1,0.0479,112.664,4,0.914
Good Times,Edie Brickell,6UPfnVoOq3y3BvapBIKs8J,0.44,0.562,0.314,1.1e-05,10,0.106,-15.213,0,0.0298,166.847,4,0.571
Good Times,Gene Chandler,7sXEILFDaRhFK7UQZ9gEfx,0.585,0.409,0.611,0,1,0.237,-9.499,1,0.0355,107.364,1,0.75
Good Times,Jerry Butler,4S2B1SJbrPaRqnAt0itMoU,0.89,0.423,0.397,0.742,2,0.26,-12.932,1,0.0255,80.422,4,0.796
Good Times,Sam Cooke,4PUMH53Y4L21OnhNxVpoXg,0.687,0.659,0.615,0,2,0.243,-8.796,1,0.0731,119.56,4,0.853
Good Times,Styles,7cFpB4ozcSwXuhqjvNbrbP,0.157,0.697,0.761,0,11,0.789,-7.647,0,0.302,81.728,4,0.666
Good Times,Tommy Lee,77aFevBI7KBipM1lt8T0ye,0.208,0.832,0.835,0.105,1,0.108,-5.25,1,0.122,128.104,4,0.822
Good Timin',Jimmy Jones,52BR7Vx8Zh3BENnHztAE5Q,0.609,0.552,0.562,0.000125,3,0.093,-7.682,1,0.0412,147.384,4,0.971
Good Timin',The Beach Boys,3BaQTu179aFf0Dqe7x25Ke,0.421,0.571,0.379,0,11,0.211,-11.291,0,0.0264,111.977,3,0.513
Good To Be Alive (Hallelujah),Andy Grammer,3g3sMZrjQWfktLDTF2TEQM,0.0382,0.791,0.901,0,5,0.642,-3.675,1,0.0509,120.02,4,0.662
Good Vibes,Chris Janson,1XVqh0dC0PIl72f2mQhsVt,0.022,0.582,0.846,0,0,0.133,-2.771,1,0.0451,92.004,4,0.736
Good Vibrations,Glee Cast,2lleIGI5aBkn3oMCvDnAHs,0.00223,0.753,0.975,0.001,7,0.0229,-4.621,1,0.104,122.001,4,0.585
Good Vibrations,Marky Mark & The Funky Bunch Featuring Loleatta Holloway,5hWdgGVcfTeLPAiHM6EZG9,0.00189,0.711,0.951,0.366,1,0.0229,-8.406,1,0.0537,121.656,4,0.903
Good Vibrations,The Beach Boys,5t9KYe0Fhd5cW6UYT4qP8f,0.326,0.396,0.473,0.000124,10,0.109,-7.67,0,0.0345,133.449,4,0.385
Good Vibrations,Todd Rundgren,1zA373GE8G4BOhIaBUga1x,0.37,0.344,0.363,0.00803,11,0.36,-15.808,1,0.0294,145.885,4,0.514
"Good, Good Lovin'",Chubby Checker,74a9dgVrUnZfZewMWgs5xi,0.574,0.568,0.813,5.73e-05,5,0.054,-6.098,1,0.154,152.591,4,0.94
Good,Better Than Ezra,0ttHpMs250dpFkCYAnuhnE,0.000372,0.615,0.657,0.0204,7,0.132,-6.873,1,0.029,109.95,4,0.792
Goodbye Again,John Denver,4bNE6KBB1ZOQ7uz9gx9uFT,0.722,0.482,0.324,0,7,0.174,-10.424,1,0.0292,126.857,4,0.547
Goodbye Baby (Baby Goodbye),Solomon Burke,5F8pP3aynnN6Hy2D9SC2VD,0.658,0.649,0.328,3.21e-06,5,0.116,-11.627,1,0.0344,121.867,3,0.596
Goodbye Baby (I Don't Want To See You Cry),Tommy Boyce & Bobby Hart,4UZ5xERMJAskse5AH8dNb0,0.536,0.5,0.383,0,8,0.642,-9.099,1,0.0265,100.877,4,0.393
Goodbye Baby,Jack Scott,16HL6HBaqUhWBaxcHMrZEF,0.91,0.694,0.547,0.0555,9,0.0996,-12.623,1,0.0291,130.222,4,0.764
Goodbye Charlie,Patti Page,63xAO6AHgbVUlx9huWiMr9,0.334,0.708,0.661,9.72e-06,0,0.275,-8.779,1,0.0247,100.258,4,0.897
Goodbye Columbus,The Association,3ZataHBrE33PYEeReqFtKK,0.576,0.573,0.62,0,1,0.122,-5.926,1,0.0303,142.222,4,0.648
Goodbye Cruel World,James Darren,2zaXKQ2IErjfIGGES2ai6C,0.713,0.522,0.757,0,11,0.592,-8.867,1,0.0448,114.789,4,0.902
Goodbye Dad,The Castle Sisters,5NdFzcGi7jW4PTH2SpXpeG,0.915,0.345,0.243,0,4,0.394,-11.209,1,0.0281,80.046,4,0.548
Goodbye Earl,Dixie Chicks,7rqaqQurHzR5xHAhdm1gmM,0.0192,0.705,0.7,0,0,0.0755,-7.38,1,0.0295,122.841,4,0.765
