song_title,performer,track_id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
"Signed, Sealed, And Delivered",James Brown And The Famous Flames,417fXOEhigDaVzlPLK9xl8,0.199,0.426,0.851,0.0354,2,0.139,-14.859,1,0.0697,158.202,4,0.609
"Signed, Sealed, Delivered (I'm Yours)",Peter Frampton,7gEcXNb1ma3CZfI8emLTiF,0.0138,0.661,0.813,0.311,9,0.324,-6.898,1,0.0299,109.872,4,0.44
"Signed, Sealed, Delivered I'm Yours",Stevie Wonder,0kzhMZZNmxiLG7qyJhVBHB,0.0514,0.67,0.619,0,0,0.0492,-10.365,0,0.0323,108.826,4,0.807
Signs Of Love Makin',Tyrese,6RYynPLHZLnpwjejfGWpQl,0.215,0.687,0.363,3.08e-06,8,0.305,-10.144,1,0.0857,137.365,4,0.519
Signs,Drake,6Na5uKk5SsqZimk0hAWo8y,0.108,0.794,0.735,0.00578,0,0.112,-4.204,1,0.054,107.374,4,0.223
Signs,Five Man Electrical Band,5KWXi2eCYsC6ofIILjvG4V,0.243,0.446,0.731,0,2,0.0935,-10.302,1,0.0519,153.672,4,0.723
Signs,Snoop Dogg Featuring Charlie Wilson & Justin Timberlake,4HSAJpNocVNJbwbQvtCMdO,0.0305,0.934,0.706,0.000121,7,0.136,-5.317,1,0.178,112.962,4,0.614
Signs,Tesla,0lyNsWWnut97Jm8aDnn3Us,0.161,0.333,0.74,0,7,0.982,-10.479,1,0.0459,162.042,4,0.481
Sigue,J Balvin & Ed Sheeran,0bBd6K5X4W7t9GyXcaVOA7,0.0515,0.889,0.641,2.75e-05,7,0.19,-4.494,1,0.0668,87.99,4,0.588
Sigues Con El,Arcangel x Sech,7sQKy5vlPQllr0k9IjYJv3,0.11,0.883,0.668,0.000529,9,0.0734,-2.957,1,0.113,87.972,4,0.676
"Silence Is Broken (From ""Nowhere To Run"")",Damn Yankees,0K8zdeJUa5K8Ky6Udkweo8,0.003,0.474,0.648,0,2,0.322,-10.353,0,0.0283,84.619,4,0.47
Silence Is Golden,The Tremeloes,1JOahj0KDKXLRRATAK2S4e,0.0557,0.436,0.565,0,4,0.244,-7.268,1,0.0294,112.169,4,0.582
Silence,Marshmello Featuring Khalid,7vGuf3Y35N4wmASOKLUVVU,0.256,0.52,0.761,4.96e-06,4,0.17,-3.093,1,0.0853,141.971,4,0.286
Silent All These Years,Tori Amos,3IZXUxoL1Q7yUj5mh3Tmqp,0.94,0.484,0.158,1.64e-05,4,0.109,-14.687,1,0.0374,128.06,4,0.296
Silent Hill,Kendrick Lamar & Kodak Black,3lzUeaCbcCDB5IXYfqWRlF,0.438,0.907,0.577,3.19e-05,1,0.137,-6.737,0,0.0767,140.07,4,0.801
Silent Lucidity,Queensryche,6OSyCAmXT4Gkd3OQ2aPOaF,0.0528,0.461,0.627,0.000276,7,0.12,-5.659,1,0.0274,140.04,4,0.0977
Silent Morning,Noel,21brTVDh5Y3B3mA4z5yyaU,0.0418,0.744,0.815,0.000942,11,0.0326,-10.885,0,0.0378,116.05,4,0.934
"Silent Night, Holy Night",Mahalia Jackson,0Sn8vim5lTr9xPeC1hqBrD,0.978,0.202,0.0246,0.00183,3,0.149,-20.881,1,0.033,95.346,3,0.103
Silent Night,Bing Crosby,2JwJqDEqC5IPl5bN3klNHD,0.964,0.223,0.137,0.401,8,0.123,-14.961,1,0.0334,87.576,4,0.219
Silent Night,Carrie Underwood,3z63V6OraICzWEyTCcbezn,0.927,0.243,0.169,0,7,0.101,-9.752,1,0.0356,83.138,3,0.0932
Silent Prayer,Shanice,1150hrBaCI6Vs9PBNEeS7m,0.136,0.466,0.405,0,9,0.102,-13.259,0,0.0365,141.758,3,0.159
Silent Running (On Dangerous Ground),Mike + The Mechanics,4ae0AmiDt3o18FvSmQOOYc,0.361,0.511,0.447,0.000251,2,0.131,-13.24,0,0.0314,130.989,4,0.348
Silhouette,Kenny G,3E3u7Aq7DvJCj2kiGXAknO,0.368,0.39,0.327,0.06,5,0.0689,-16.281,1,0.0333,58.45,4,0.198
Silhouettes,Herman's Hermits,4JxKHEtoBlaw6GlJPJYQo8,0.671,0.547,0.623,0,7,0.313,-8.399,1,0.03,112.704,4,0.868
Silly Boy (She Doesn't Love You),The Lettermen,01vU3aIv30DTDyboxD8s1i,0.888,0.231,0.281,0.000925,9,0.0717,-14.295,1,0.0307,100.963,3,0.346
Silly Ho,TLC,79Dduf9L3DBCsmqgv5feXO,0.0387,0.837,0.784,0.471,9,0.32,-3.874,1,0.0866,145.578,3,0.836
Silly Little Girl,The Tams,7c4lxAjzuxcRvUdZrKf2Kk,0.602,0.722,0.263,0,0,0.25,-15.206,1,0.0458,119.494,4,0.871
Silly Love Songs,Glee Cast,3aahH1sW41ubo1PZeQCviE,0.584,0.643,0.585,4.81e-06,0,0.278,-6.724,1,0.0289,124.935,4,0.563
Silly Love Songs,Wings,3uiMBldZ07pW0ySHDX5gzE,0.134,0.742,0.471,0.0903,0,0.284,-10.767,1,0.0326,124.95,4,0.815
Silly Milly,Blue Swede,6uoAhuZPYIlqTUtR5NMuVA,0.101,0.67,0.699,0.000175,10,0.324,-5.727,1,0.0461,123.484,4,0.862
Silly Ol' Summertime,The New Christy Minstrels,,,,,,,,,,,,,
Silly Wasn't I,Valerie Simpson,1r0IUucGcijDB48bXk4Z7p,0.246,0.662,0.287,7.35e-05,7,0.0995,-14.965,1,0.035,80.899,4,0.474
Silly Watch,Lil Uzi Vert,5egD7A5x9AHdVO2fMo3Wbo,0.0298,0.903,0.535,0,8,0.0851,-6.238,1,0.286,130.117,4,0.157
"Silly, Silly, Fool",Dusty Springfield,72JpCXt7QiZxC9sW7XNXmP,0.302,0.525,0.64,0,5,0.0773,-10.695,1,0.0501,137.064,4,0.881
Silly,Deniece Williams,3XrzApq8R10O6WwNwMw8t4,0.89,0.473,0.241,0.00386,5,0.141,-14.872,1,0.0323,115.163,3,0.404
Silver Bird,Mark Lindsay,5ZV1ZPGSSOkdRG60uTtEmX,0.356,0.359,0.426,3.34e-06,6,0.0665,-11.439,1,0.0429,88.863,4,0.464
Silver Dreams,The Babys,4XVBOKULKMW0aYJ1WhXXhY,0.91,0.392,0.364,0.278,5,0.341,-9.905,1,0.0276,69.802,4,0.144
Silver Heels,Blaze,,,,,,,,,,,,,
Silver Lady,David Soul,3gxcggTXkZXnIF34jhwuUK,0.376,0.715,0.492,0.000137,11,0.0728,-12.819,1,0.0294,111.259,4,0.767
Silver Lining,Player,6hDLR90Fcqr0MGnNSxLxmJ,0.00237,0.575,0.626,0.000226,9,0.177,-8.302,1,0.028,128.118,4,0.802
Silver Moon,Michael Nesmith & The First National Band,0RStWairGUoJCZW54vYpqB,0.26,0.552,0.649,0,5,0.0827,-11.973,1,0.0391,126.783,4,0.66
Silver Star,The 4 Seasons,4reBMqmSjr7Oj0Apl40gyt,0.0787,0.363,0.851,0.018,0,0.148,-11.458,1,0.0498,128.593,4,0.439
Silver Threads And Golden Needles,Jody Miller,0yAS1Yhyqu3pZVIEwSxRxn,0.718,0.523,0.677,0,2,0.275,-7.987,1,0.0581,80.163,4,0.788
Silver Threads And Golden Needles,Linda Ronstadt,5L1EPjMJTk6UwG5Dv576W6,0.00853,0.473,0.639,0,11,0.743,-12.081,1,0.065,140.474,4,0.793
Silver Threads And Golden Needles,The Cowsills,2o4TJ9g2Fi2J4tkuT4gCka,0.0444,0.498,0.376,0.000111,5,0.0963,-14.365,1,0.0299,80.382,4,0.918
Silver Threads And Golden Needles,The Springfields,4KmaO186C0dNwLHYa00Esu,0.319,0.473,0.614,0,9,0.0723,-8.619,1,0.0313,137.778,4,0.883
Silver Thunderbird,Marc Cohn,2Jd4KhCwRbEqsrRC57cTe3,0.721,0.475,0.267,0,7,0.0815,-15.35,1,0.034,138.942,4,0.56
Similar Features,Melissa Etheridge,5TGeIu3Sxqs3DkOrdRcUQ6,0.399,0.495,0.461,0,11,0.0606,-14.538,0,0.0415,207.005,4,0.426
Simon Says,1910 Fruitgum Co.,2TdhHtNXvGwbVSkZSQ5Olt,0.411,0.8,0.632,0.00279,9,0.115,-10.803,1,0.0387,134.282,4,0.986
Simon Says,Pharoahe Monch,62l1ZGNoUlJlVwhwMKu2T6,0.141,0.622,0.913,2.71e-05,1,0.12,-3.701,1,0.462,92.222,4,0.546
Simpel Gimpel,Horst Jankowski,54onqcRS41n2Sp6ZwxNTQG,0.697,0.642,0.354,0.378,5,0.057,-14.499,1,0.0286,81.023,4,0.635
Simple Kind Of Life,No Doubt,3CY7wjLc1CaAIrp9buEWhG,0.0678,0.576,0.849,0,0,0.278,-5.199,1,0.0355,119.999,4,0.482
Simple Life,Carolyn Dawn Johnson,7jp5yLTwHNJL9awtdZf2Br,0.0726,0.608,0.822,0,2,0.191,-3.32,1,0.0267,100.007,4,0.587
Simple Life,Elton John,1KkPY76tgPzEnL8hdqTiIu,0.00838,0.663,0.788,0.143,5,0.19,-7.484,1,0.0314,101.779,4,0.476
Simple Man,Sawyer Fredericks,0T72I759rYATKkzQzZGyWs,0.0854,0.585,0.712,0.000152,5,0.148,-6.921,1,0.0348,114.009,4,0.171
Simple Song Of Freedom,Buckwheat,,,,,,,,,,,,,
Simple Song Of Freedom,Tim Hardin,6qsngfhruE792s577j5VwN,0.672,0.543,0.599,0,0,0.227,-8.379,1,0.0392,152.366,4,0.708
Simple,Florida Georgia Line,4L9Ds4mpD3SuYoWwFUlv16,0.0791,0.362,0.882,0,3,0.15,-3.717,1,0.0973,199.811,4,0.864
Simple,Johnny Mathis,5yqIBcH5TWKZ6pgPlHXnpW,0.259,0.73,0.91,0.0109,5,0.157,-7.171,0,0.0473,148.679,3,0.919
Simply Being Loved (Somnambulist),BT,4YdBsAfVBjo2E7rqxSiajl,0.000177,0.603,0.871,0.000746,6,0.0997,-4.514,1,0.0332,135.954,4,0.644
Simply Call It Love,Gene Chandler,,,,,,,,,,,,,
Simply Irresistible,Robert Palmer,0bSr5pybJSlgG5OZH441gF,0.163,0.69,0.841,2.78e-06,9,0.0441,-13.357,1,0.0384,142.782,4,0.716
Sin Fin,Romeo Santos & Justin Timberlake,4BBTalxG6c1Aoai1x1EA5g,0.18,0.736,0.869,0,0,0.0687,-3.873,1,0.0548,128.009,4,0.783
Sin Pijama,Becky G + Natti Natasha,62vDrkBEyJYEOFj1ScBqM7,0.352,0.788,0.745,4e-05,11,0.0973,-4.417,0,0.0447,94.002,4,0.79
Sin So Well,Rebekah,3mUmd78qWMY1qxYgXgO0gT,0.288,0.727,0.629,0,6,0.107,-5.022,0,0.0331,119.663,4,0.518
Since I Don't Have You,Art Garfunkel,3PHPlTmRwOtmJglZfWkqh5,0.746,0.48,0.348,0.000489,7,0.382,-10.309,1,0.0297,65.61,4,0.487
Since I Don't Have You,Chuck Jackson,1oMBnkbSaRGevA9TACHsSM,0.516,0.262,0.409,0,0,0.571,-8.921,1,0.0371,182.119,3,0.571
Since I Don't Have You,Don McLean,0zr44RdDWj6I2nOjW5MabG,0.15,0.521,0.495,3.4e-06,7,0.0994,-10.944,1,0.0246,100.712,3,0.675
Since I Don't Have You,Guns N' Roses,5sVf9kN90ScddiT3SdT9Qh,0.465,0.466,0.632,0.000256,6,0.135,-6.94,1,0.0326,68.893,4,0.246
Since I Don't Have You,The Skyliners,4uAalOPic5WOPJF1kANXCt,0.59,0.265,0.602,0.000293,6,0.299,-4.231,1,0.0319,70.722,4,0.663
Since I Fell For You/I'm Falling In Love,"Hodges, James And Smith",,,,,,,,,,,,,
Since I Fell For You,Charlie Rich,1YYsV9mHvYIdqDxZ9tmIRF,0.828,0.219,0.352,1.98e-06,5,0.13,-13.023,1,0.0287,170.225,3,0.26
Since I Fell For You,Laura Lee,0MZgbw2Aj4soNgJeDQbMDL,0.153,0.298,0.524,1.85e-05,6,0.171,-10.57,0,0.0539,77.532,4,0.59
Since I Fell For You,Lenny Welch,3yYAvTmYt5iHi9nFAJUe6r,0.852,0.22,0.155,0,8,0.153,-10.997,1,0.0325,186.264,3,0.33
Since I Found A New Love,Little Johnny Taylor,3yJOUtqHmLlHt03tKTbrgi,0.568,0.52,0.537,0,2,0.0816,-10.0,1,0.0438,96.635,3,0.613
Since I Lost My Baby,The Temptations,1uzcPl4GZSU9Ysl1ZcMLTb,0.13,0.52,0.679,1.74e-06,3,0.0556,-5.888,1,0.0259,100.974,4,0.92
Since I Lost The One I Love,The Impressions,6bpwjxW08uPQsBg8dBhln1,0.557,0.572,0.409,0,0,0.733,-10.98,1,0.0528,107.455,4,0.907
Since I Made You Cry,The Rivieras,43fPIcXcSaEAOaHywu4nsW,0.768,0.424,0.48,7.29e-06,1,0.0729,-11.313,1,0.0312,106.968,4,0.569
Since I Met You Baby,Bobby Vee,7BjfhLDrFRE6omVIMzY8Fq,0.657,0.486,0.228,0,2,0.129,-12.364,1,0.0275,87.333,4,0.617
Since I Met You Baby,Freddy Fender,2lzg6L0WIESzQanr2EFzk6,0.586,0.474,0.213,9.39e-05,5,0.146,-15.334,1,0.0344,74.84,4,0.73
"Since I Met You, Baby",Sonny James,0DMq2fTSzlmnqeeiU36Z66,0.686,0.483,0.349,0.00791,2,0.984,-16.105,1,0.0307,82.05,4,0.554
Since U Been Gone,Kelly Clarkson,3xrn9i8zhNZsTtcoWgQEAd,0.00165,0.662,0.741,0.0303,0,0.114,-5.406,1,0.0334,131.0,4,0.404
Since Way Back,Drake Featuring PARTYNEXTDOOR,5JUu0unA8VwhTZ9LkMWUVI,0.348,0.468,0.266,9.55e-06,0,0.209,-11.121,1,0.13,153.294,4,0.222
Since You Been Gone,Head East,5vIJJklN9p1FfY8DdbF0XA,0.298,0.728,0.82,0,7,0.153,-4.946,1,0.0438,129.705,4,0.792
Since You Been Gone,Rainbow,6xq5DxZWGgdStAxGAil0yw,0.379,0.733,0.726,2.58e-06,7,0.471,-6.514,1,0.0371,120.814,4,0.915
Since You Showed Me How To Be Happy,Jackie Wilson,0510KmyFklBO25nk43PkEz,0.539,0.521,0.849,1.85e-06,1,0.612,-6.54,1,0.0817,92.1,4,0.782
Since You're Gone,The Cars,32DHqroB1hXKwtDap7vTZL,0.0692,0.611,0.664,0.00333,0,0.113,-7.067,1,0.0309,95.976,4,0.554
Since You've Been Gone,Cherie & Marie Currie,564UWPgKOVn0IsnZUn2rr9,0.124,0.76,0.58,0,0,0.194,-11.025,1,0.0354,121.68,4,0.863
Since You've Been Gone,Clyde McPhatter,4zTS3BwUd6Zq7sU4jBWkyF,0.84,0.456,0.594,0,0,0.213,-8.409,1,0.118,175.616,4,0.892
Since You've Been Gone,Ramsey Lewis,7Gf8kY2LWsBapoALdpqY4p,0.247,0.632,0.664,0.0151,3,0.081,-15.843,1,0.0306,128.208,4,0.807
Since You've Been Gone,The Outfield,3BWOEIkW9H7tCr8wwjzOyf,0.26,0.491,0.834,1.07e-05,2,0.196,-11.204,1,0.0571,124.122,4,0.481
Sincerely Yours,Sweet Sensation (With Romeo J.D.),72N8UFLVeuVHzfBnKkVpL6,0.0118,0.691,0.782,0.112,7,0.0491,-10.412,1,0.0455,111.665,4,0.916
Sincerely,Paul Anka,0Bp6HuwGiP610hAbLWISal,0.645,0.475,0.478,0,5,0.155,-11.023,1,0.0296,111.863,4,0.735
Sincerely,The 4 Seasons,5xS3g1B4lSplD8F8Rt2XzF,0.492,0.272,0.438,0,8,0.0858,-10.236,1,0.0335,102.675,3,0.51
Sincerely,YoungBoy Never Broke Again,0UFXtWjUoj6mMOcIhuwKoM,0.159,0.586,0.516,0,7,0.135,-7.018,1,0.341,110.343,5,0.505
Sing A Simple Song,Sly & The Family Stone,3QbfWiLvHcAMYmdRPd9WnX,0.327,0.463,0.693,2.76e-06,11,0.236,-10.387,0,0.0782,100.965,4,0.735
Sing A Simple Song,West Street Mob,61SyGXItA1qfsPC1JiePb4,0.21,0.733,0.792,0.000208,2,0.113,-8.227,1,0.103,100.422,4,0.879
Sing A Song For Freedom,Frijid Pink,0OaGuxUl5arPeeQOtixZ0j,0.659,0.56,0.529,8.28e-06,2,0.172,-11.598,1,0.0527,168.689,4,0.859
Sing A Song/Make Your Own Kind Of Music,Barbra Streisand,,,,,,,,,,,,,
Sing A Song,"Earth, Wind & Fire",5W5FVsgGCe3T9nIMkiXqNo,0.157,0.774,0.698,0.00027,9,0.0684,-7.5,1,0.0481,122.325,4,0.969
Sing Along With Me,Tommy Roe,333fBWrLeVkYf7uf3LwSLo,0.0676,0.619,0.679,0,1,0.0866,-6.371,0,0.0388,117.351,4,0.935
Sing For The Day,Styx,2tRdlnrEb9OwGDUuRDJiXB,0.0867,0.247,0.46,0,2,0.0858,-13.513,1,0.0353,67.657,4,0.401
Sing For The Moment,Eminem,3CpoeW0cZSDzIRv5z34F87,0.0017,0.668,0.824,3.05e-06,5,0.0426,-4.164,0,0.137,163.961,4,0.185
Sing High - Sing Low,Anne Murray,72SwWPlMPKnyJO1AlkQivg,0.388,0.485,0.591,0,7,0.434,-12.236,1,0.0486,127.837,4,0.678
"Sing It, Shout It",Starz,6SdveBDFBgKRRtgpWwee1W,0.0074,0.49,0.865,3.82e-05,1,0.0731,-4.199,1,0.0346,122.915,4,0.848
Sing Me Away,Night Ranger,6Aav1GMR2dbFU7nIRrnwQa,0.0104,0.551,0.753,2.98e-06,2,0.115,-10.074,1,0.0337,122.813,4,0.52
Sing Out The Love (In My Heart),Arkade,,,,,,,,,,,,,
Sing Sing Sing,Bernie Lowe Orchestra,0T4b706qiJ87eBtHcgq9oH,0.0172,0.565,0.893,0.816,2,0.0785,-7.37,0,0.121,97.999,4,0.844
Sing!,Glee Cast,1v3RJ3mtHllca29JVi12OB,0.00724,0.596,0.74,0,0,0.357,-5.552,1,0.0486,88.935,4,0.527
Sing,Carpenters,386bIxJPFIr5pVuVQTZIOm,0.909,0.506,0.28,0.000311,3,0.164,-16.651,1,0.0397,139.846,4,0.316
Sing,Ed Sheeran,6K8qKeWo5MsFED7wCR6Kop,0.304,0.818,0.67,1.22e-06,8,0.0601,-4.451,0,0.0472,119.988,4,0.939
Sing,Glee Cast,1v3RJ3mtHllca29JVi12OB,0.00724,0.596,0.74,0,0,0.357,-5.552,1,0.0486,88.935,4,0.527
Sing,My Chemical Romance,1mX6SYJ1ZpcoxQUiER8wOI,0.000233,0.606,0.942,7.07e-06,2,0.106,-3.618,1,0.0357,110.98,4,0.373
Sing,Tony Orlando & Dawn,266HrBTiCIPm5RxFiE1El9,0.137,0.716,0.741,0,5,0.0527,-9.223,1,0.0499,124.652,4,0.903
Singing In The Rain / Umbrella,Glee Cast Featuring Gwyneth Paltrow,1v3RJ3mtHllca29JVi12OB,0.00724,0.596,0.74,0,0,0.357,-5.552,1,0.0486,88.935,4,0.527
Singing My Song,Tammy Wynette,6B5abUb06hRYPo03Yju71z,0.706,0.53,0.259,0.000324,8,0.336,-10.6,1,0.03,114.037,4,0.541
Single Again,Big Sean,7IP0lO9tHfNwBWZ9X6TJ84,0.161,0.635,0.677,0,10,0.154,-5.548,1,0.0909,94.95,4,0.253
Single For The Rest Of My Life,Isyss,5ntkgBVRkW8BZ1cr0acKLD,0.0796,0.721,0.717,0.00411,6,0.334,-8.095,1,0.0394,147.655,4,0.805
Single Girl,Sandy Posey,2jSOD3Ki2aY8R9GcVrcqBI,0.769,0.657,0.381,0,10,0.108,-10.865,1,0.0308,106.93,4,0.692
Single Ladies (Put A Ring On It),Beyonce,2ZBNclC5wm4GtiWaeh0DMx,0.0383,0.426,0.584,0,1,0.188,-5.293,1,0.296,193.437,4,0.272
Single Saturday Night,Cole Swindell,6LnIxE8CqkK7faQV76nEHS,0.129,0.634,0.786,0,7,0.182,-5.093,1,0.0411,82.003,4,0.653
Single Soon,Selena Gomez,6iF4RgIjDvDqyW13PezSj3,0.00863,0.61,0.571,0,2,0.131,-5.649,1,0.0782,105.01,4,0.747
Single Than She Was,Morgan Wallen,12BjylmI6NS7ydikIzbuD0,0.0106,0.669,0.641,5.04e-06,6,0.09,-6.181,1,0.0246,113.074,4,0.648
Single White Female,Chely Wright,3rDYYPicaQbT2rcpdfqQF9,0.351,0.543,0.658,1.01e-06,6,0.0512,-8.091,1,0.0298,178.075,4,0.874
Single,Natasha Bedingfield,7ru6nBaxYqdeuLLUdVgjgb,0.0466,0.621,0.644,0,2,0.55,-5.624,1,0.115,168.012,4,0.526
Singles You Up,Jordan Davis,4LiMQ6G9n84rDUBs9wtwz6,0.0491,0.491,0.907,0,7,0.242,-3.594,1,0.0481,199.943,4,0.631
Sink The Bismark,Johnny Horton,3ncplTQUYBcxi2cCTiqvKC,0.68,0.679,0.565,2.64e-05,3,0.0509,-12.405,1,0.0896,115.432,4,0.965
Sinner Man,Sarah Dash,4ejEDBcfJgMXyBd9hooIp8,0.00159,0.765,0.698,0.00169,6,0.0637,-11.308,1,0.0462,123.175,4,0.903
Sinner Man,Trini Lopez,7q0CKuWtZgTwOaNWDGtGVf,0.228,0.657,0.656,0,0,0.162,-9.806,1,0.0299,134.977,4,0.961
Sippin' 'N Chippin',The T-Bones,,,,,,,,,,,,,
Sippin' On Fire,Florida Georgia Line,0H9Q7Vzu8nYRDBZYKbtU8d,0.00485,0.476,0.92,1.15e-05,10,0.355,-3.223,1,0.0329,142.952,4,0.694
Sir Baudelaire,"Tyler, The Creator Featuring DJ Drama",4ydmav4vl7hebadtfZtMrg,0.314,0.467,0.635,4.16e-06,7,0.844,-6.115,1,0.154,127.596,3,0.51
Sir Duke,Stevie Wonder,4pNiE4LCVV74vfIBaUHm1b,0.16,0.588,0.568,0,6,0.0792,-9.766,1,0.0672,106.938,4,0.952
Sirens,Pearl Jam,1cAMXz9mnvrqyQLSG4KeeE,0.00309,0.523,0.847,1.21e-05,3,0.146,-5.888,1,0.028,155.032,4,0.475
Sirens,Travis Scott,7LSpFCvRZZot2AlmkUzy9k,0.0976,0.588,0.88,0.000167,9,0.767,-6.117,0,0.0747,96.003,3,0.242
Sissy's Song,Alan Jackson,68qJGt0E1gB4MaQOZcGGK5,0.912,0.721,0.253,1.27e-05,5,0.105,-12.582,1,0.0277,92.089,4,0.43
Sister Christian,Night Ranger,57trQKFZdJxHia4sMJioWk,0.147,0.448,0.35,2.27e-06,5,0.0842,-16.239,1,0.0393,177.279,4,0.234
Sister Golden Hair,America,5VSAonaAPhhGn0G7hMYwWK,0.13,0.441,0.546,0.000144,4,0.109,-12.222,1,0.0336,134.752,4,0.718
Sister James,Nino Tempo And 5th Ave. Sax,,,,,,,,,,,,,
Sister Mary Elephant (Shudd-Up!),Cheech & Chong,,,,,,,,,,,,,
Sisters Are Doin' It For Themselves,Eurythmics & Aretha Franklin,6pPCOXIQeNMr1oCWJTomSf,0.0129,0.67,0.903,0,10,0.331,-5.796,0,0.0402,136.193,4,0.953
Sisters Of The Moon,Fleetwood Mac,7Gjj6NxSsVwXfOXUjvjCXv,0.0313,0.685,0.526,0.395,9,0.11,-8.849,0,0.03,114.992,4,0.455
"Sit Down, I Think I Love You",The Mojo Men,300qXG6Be7OeOIVCFuk2rR,0.66,0.574,0.749,2.77e-06,9,0.238,-7.115,1,0.0323,110.071,4,0.796
Sit Next To Me,Foster The People,4BdGO1CaObRD4La9l5Zanz,0.117,0.638,0.738,0.000384,6,0.689,-4.976,0,0.0292,97.021,4,0.657
"Sit Still, Look Pretty",Daya,6w2rrJsn8Qpa7veSaVAyKh,0.286,0.846,0.734,8.27e-05,2,0.425,-3.601,1,0.108,90.98,4,0.717
Sit With The Guru,Strawberry Alarm Clock,0PKrvcdX7PUgubTWn0LDQ7,0.0693,0.471,0.717,0.00556,0,0.196,-9.979,1,0.0318,135.253,4,0.832
Sit Yourself Down,Stephen Stills,5On3jW8UBfuYJtdqyY9hNQ,0.0564,0.3,0.545,9.82e-06,7,0.11,-13.079,1,0.0347,86.989,4,0.702
Sittin' In The Lap Of Luxury,Louie Louie,,,,,,,,,,,,,
Sittin' On A Time Bomb (Waitin' For The Hurt To Come),The Honey Cone,79gJDusnGYQm8hoOIei67H,0.0621,0.645,0.792,5.78e-06,0,0.177,-7.686,1,0.032,99.234,4,0.958
Sittin' On Chrome,Masta Ace Incorporated,6g6iuGWVZVvNDylillKqrL,0.00324,0.862,0.616,0.000592,1,0.321,-10.76,1,0.223,91.065,4,0.552
